,Name,Encoded Name,Searched City,Yelp URL,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Neighborhood,Yelp Tags
1008,Casa Oaxaca,Casa%20Oaxaca,Shoreline,https://www.yelp.com/biz/casa-oaxaca-edmonds-5,4.4,165,"8402 Bowdoin Way Edmonds, WA 98020",Unclaimed,See all photos from Tom B. for Casa Oaxaca,"['Mexican', 'Seafood', 'Cocktail Bars']"
1009,Las Espuelas,Las%20Espuelas,Shoreline,https://www.yelp.com/biz/las-espuelas-mountlake-terrace,4.4,632,"4306 228th St SW Ste 9 Mountlake Terrace, WA 98043",$$,See all photos from Jay T. for Las Espuelas,['Mexican']
1010,Santa Fe Mexican Grill & Cantina,Santa%20Fe%20Mexican%20Grill%20%26%20Cantina,Shoreline,https://www.yelp.com/biz/santa-fe-mexican-grill-and-cantina-seattle-3,4.1,43,"9747 4th Ave NW Seattle, WA 98117",$$,See all photos from Jacque C. for Santa Fe Mexican Grill & Cantina,['Mexican']
1011,Caravan Kebab,Caravan%20Kebab,Shoreline,https://www.yelp.com/biz/caravan-kebab-edmonds,4.4,363,"9711 Firdale Ave Ste 50 Edmonds, WA 98020",Unclaimed,See all photos from Ricky D. for Caravan Kebab,"['Indian', 'Mediterranean', 'Modern European']"
1012,Taqueria El Gallo Diaz,Taqueria%20El%20Gallo%20Diaz,Shoreline,https://www.yelp.com/biz/taqueria-el-gallo-diaz-shoreline,4.7,29,"16510 Aurora Ave N Shoreline, WA 98133",$$,See all photos from Marie B. for Taqueria El Gallo Diaz,"['Mexican', 'Food Trucks']"
1013,Yuan Bao,Yuan%20Bao,Shoreline,https://www.yelp.com/biz/yuan-bao-seattle,4.7,32,"12716 Lake City Way NE Seattle, WA 98125",,See all photos from Mimi N. for Yuan Bao,"['Taiwanese', 'Bubble Tea']"
1014,Epulo Bistro,Epulo%20Bistro,Shoreline,https://www.yelp.com/biz/epulo-bistro-edmonds,4.1,507,"190 Sunset Ave Ste B Edmonds, WA 98020",$$$,See all photos from Elisabeth P. for Epulo Bistro,['Mediterranean']
1015,Cedar + Elm,Cedar%20%2B%20Elm,Shoreline,https://www.yelp.com/biz/cedar-elm-kenmore,3.5,201,"14477 Juanita Dr NE Kenmore, WA 98028",,See all photos from Ash G. for Cedar + Elm,"['New American', 'Breakfast & Brunch']"
1016,Spiro’s Pizza & Pasta - Shoreline,Spiro%E2%80%99s%20Pizza%20%26%20Pasta%20-%20Shoreline,Shoreline,https://www.yelp.com/biz/spiros-pizza-and-pasta-shoreline-shoreline,4.1,310,"18411 Aurora Ave N Shoreline, WA 98133",$$,See all photos from Marie B. for Spiro's Pizza & Pasta - Shoreline,"['Pizza', 'Italian']"
1017,Mount&Bao,Mount%26Bao,Shoreline,https://www.yelp.com/biz/mount-and-bao-seattle,3.9,258,"12534 Lake City Way NE Seattle, WA 98125",$$,See all photos from Philip P. for Mount&Bao,"['Chinese', 'Noodles']"
1018,Toyoda Sushi,Toyoda%20Sushi,Shoreline,https://www.yelp.com/biz/toyoda-sushi-seattle,3.9,407,"12543 Lake City Way NE Seattle, WA 98125",Unclaimed,Olympic Hills,"['Sushi Bars', 'Japanese']"
1019,Leena’s Cafe,Leena%E2%80%99s%20Cafe,Shoreline,https://www.yelp.com/biz/leenas-cafe-shoreline,3.7,344,"17732 15th Ave NE Shoreline, WA 98155",$$,See all photos from Victoria -. for Leena's Cafe,['Breakfast & Brunch']
1020,Toyoda Sushi,Toyoda%20Sushi,Shoreline,https://www.yelp.com/biz/toyoda-sushi-seattle,3.9,407,"12543 Lake City Way NE Seattle, WA 98125",Unclaimed,Olympic Hills,"['Sushi Bars', 'Japanese']"
1021,HK Dim Sum,HK%20Dim%20Sum,Shoreline,https://www.yelp.com/biz/hk-dim-sum-seattle-4,3.2,491,"13200 Aurora Ave N Ste F Seattle, WA 98133",Unclaimed,See all photos from Sarah S. for HK Dim Sum,"['Dim Sum', 'Cantonese']"
1022,Kiriba Sushi,Kiriba%20Sushi,Shoreline,https://www.yelp.com/biz/kiriba-sushi-seattle,4.1,273,"323 N 145th St Seattle, WA 98133",Unclaimed,See all photos from Harry S. for Kiriba Sushi,"['Japanese', 'Sushi Bars']"
1023,Hosoonyi Korean Restaurant,Hosoonyi%20Korean%20Restaurant,Shoreline,https://www.yelp.com/biz/hosoonyi-korean-restaurant-edmonds,3.8,597,"23830 Hwy 99 Ste 114 Edmonds, WA 98026",Unclaimed,See all photos from Niya Z. for Hosoonyi Korean Restaurant,['Korean']
1024,The Greek Kitchen,The%20Greek%20Kitchen,Shoreline,https://www.yelp.com/biz/the-greek-kitchen-seattle,3.5,46,"401 NE Northgate Way Seattle, WA 98125",$$,Northgate,"['Greek', 'Middle Eastern', 'Mediterranean']"
1025,Valhalla Sandwiches,Valhalla%20Sandwiches,Shoreline,https://www.yelp.com/biz/valhalla-sandwiches-seattle,4.7,397,"8202 Greenwood Ave N Seattle, WA 98103",$$,"Greenwood, Phinney Ridge",['Sandwiches']
1026,Zylberschtein’s Delicatessen & Bakery,Zylberschtein%E2%80%99s%20Delicatessen%20%26%20Bakery,Shoreline,https://www.yelp.com/biz/zylberschteins-delicatessen-and-bakery-seattle-2,3.9,325,"11752 15th Ave NE Seattle, WA 98125",$$,117th St & 120th St,"['Bakeries', 'Bagels', 'Custom Cakes']"
1027,Flo-Anna’s Diner,Flo-Anna%E2%80%99s%20Diner,Shoreline,https://www.yelp.com/biz/flo-annas-diner-shoreline,4.1,237,"14707 Bothell Way NE Shoreline, WA 98155",$$,N 60th Ave & 147th St,['Diners']
1028,No.9 Alley Hot Pot,No.9%20Alley%20Hot%20Pot,Shoreline,https://www.yelp.com/biz/no-9-alley-hot-pot-seattle,4,208,"930 N 130th St Seattle, WA 98133",$$$,See all photos from Lauren S. for No.9 Alley Hot Pot,"['Hot Pot', 'Szechuan', 'Buffets']"
1029,Szechuan Cuisine,Szechuan%20Cuisine,Shoreline,https://www.yelp.com/biz/sichuanese-cuisine-seattle,4,738,"1048 S Jackson St Seattle, WA 98104",$$,See all photos from Adri R. for Sichuanese Cuisine,"['Szechuan', 'Hot Pot', 'Noodles']"
1030,Flo-Anna’s Diner,Flo-Anna%E2%80%99s%20Diner,Shoreline,https://www.yelp.com/biz/flo-annas-diner-shoreline,4.1,237,"14707 Bothell Way NE Shoreline, WA 98155",$$,N 60th Ave & 147th St,['Diners']
1031,Maize & Barley,Maize%20%26%20Barley,Shoreline,https://www.yelp.com/biz/maize-and-barley-edmonds,4.5,77,"525 Main St Edmonds, WA 98020",Unclaimed,See all photos from Micah R. for Maize & Barley,"['Caribbean', 'Bars', 'Soup']"
1032,The Everest Kitchen,The%20Everest%20Kitchen,Shoreline,https://www.yelp.com/biz/the-everest-kitchen-lake-forest-park-2,3.8,392,"17171 Bothell Way NE Ste A-016 Lake Forest Park, WA 98155",$$,See all photos from Earnie G. for The Everest Kitchen,"['Indian', 'Himalayan/Nepalese']"
1033,Qin Xi’an Noodles,Qin%20Xi%E2%80%99an%20Noodles,Shoreline,https://www.yelp.com/biz/lan-hand-pulled-noodles-seattle-3,4,449,"1203 Pine St Seattle, WA 98101",$$,Capitol Hill,"['Chinese', 'Noodles', 'Soup']"
1034,Kizuki Ramen & Izakaya,Kizuki%20Ramen%20%26%20Izakaya,Shoreline,https://www.yelp.com/biz/kizuki-ramen-and-izakaya-seattle-6,3.8,1531,"320 E Pine St Seattle, WA 98122",$$,Capitol Hill,"['Ramen', 'Izakaya']"
1035,Babsarang Restaurant,Babsarang%20Restaurant,Shoreline,https://www.yelp.com/biz/babsarang-deli-edmonds-2,4.3,81,"22618 Hwy 99 Ste 115 Boo Han Market Edmonds, WA 98026",$$,See all photos from Michelle G. for Babsarang Deli,['Korean']
1036,Rise & Shine Bakery - Temp. CLOSED,Rise%20%26%20Shine%20Bakery%20-%20Temp.%20CLOSED,Shoreline,https://www.yelp.com/biz/rise-and-shine-bakery-edmonds,4.8,264,"23030 Hwy 99 Edmonds, WA 98026",$,Write a Review,"['Bakeries', 'Sandwiches', 'Vietnamese']"
1037,Cafe Aroma,Cafe%20Aroma,Shoreline,https://www.yelp.com/biz/cafe-aroma-shoreline-2,4,89,"509 NE 165th St Shoreline, WA 98155",Unclaimed,See all photos from Derrick G. for Cafe Aroma,"['Coffee & Tea', 'Desserts', 'Sandwiches']"
1038,Daphnes,Daphnes,Shoreline,https://www.yelp.com/biz/daphnes-edmonds,4.6,188,"415 1/2 Main St Edmonds, WA 98020",$$,See all photos from Mster M. for Daphnes,"['New American', 'Cocktail Bars', 'Wine Bars']"
1039,The Greek Kitchen,The%20Greek%20Kitchen,Shoreline,https://www.yelp.com/biz/the-greek-kitchen-seattle,3.5,46,"401 NE Northgate Way Seattle, WA 98125",$$,Northgate,"['Greek', 'Middle Eastern', 'Mediterranean']"
1040,Cafe Aroma,Cafe%20Aroma,Shoreline,https://www.yelp.com/biz/cafe-aroma-shoreline-2,4,89,"509 NE 165th St Shoreline, WA 98155",Unclaimed,See all photos from Derrick G. for Cafe Aroma,"['Coffee & Tea', 'Desserts', 'Sandwiches']"
1041,Le’s Pho Tai and Sandwiches,Le%E2%80%99s%20Pho%20Tai%20and%20Sandwiches,Shoreline,https://www.yelp.com/biz/les-pho-tai-and-sandwiches-shoreline,4.1,339,"15210 Aurora Ave N Shoreline, WA 98133",$$,152nd St & 155th St,"['Vietnamese', 'Sandwiches']"
1042,Daphnes,Daphnes,Shoreline,https://www.yelp.com/biz/daphnes-edmonds,4.6,188,"415 1/2 Main St Edmonds, WA 98020",$$,See all photos from Mster M. for Daphnes,"['New American', 'Cocktail Bars', 'Wine Bars']"
1043,Don Lucho’s Restaurant & Pisco Bar,Don%20Lucho%E2%80%99s%20Restaurant%20%26%20Pisco%20Bar,Shoreline,https://www.yelp.com/biz/don-luchos-restaurant-and-pisco-bar-seattle-4,4.4,348,"7919 Roosevelt Ave NE Seattle, WA 98115",$$,Mapleleaf,"['Peruvian', 'Sandwiches', 'Desserts']"
1044,Rain Cafe,Rain%20Cafe,Shoreline,https://www.yelp.com/biz/rain-cafe-seattle,3.6,436,"13200 Aurora Avenue N Ste C Seattle, WA 98133",Unclaimed,Haller Lake,"['Coffee & Tea', 'Bubble Tea', 'Asian Fusion']"
1045,Rusty Pelican Cafe,Rusty%20Pelican%20Cafe,Shoreline,https://www.yelp.com/biz/rusty-pelican-cafe-edmonds,4,440,"107 5th Ave N Edmonds, WA 98020",$$,See all photos from Erin W. for Rusty Pelican Cafe,"['Cafes', 'American', 'Breakfast & Brunch']"
1046,Stars In the Sky,Stars%20In%20the%20Sky,Shoreline,https://www.yelp.com/biz/stars-in-the-sky-edmonds-2,3.9,331,"23830 Hwy 99 Ste 121 Edmonds, WA 98026",$$,See all photos from Emelina W. for Stars In the Sky,"['Karaoke', 'Korean', 'Chicken Shop']"
1047,Time Out Greek & American Restaurant,Time%20Out%20Greek%20%26%20American%20Restaurant,Shoreline,https://www.yelp.com/biz/time-out-greek-and-american-restaurant-mountlake-terrace,4.3,436,"5807 244th St SW Mountlake Terrace, WA 98043",$,See all photos from Bonnie G. for Time Out Greek & American Restaurant,"['Burgers', 'Greek', 'American']"
1048,The Grill King All You Can Eat Korean BBQ,The%20Grill%20King%20All%20You%20Can%20Eat%20Korean%20BBQ,Shoreline,https://www.yelp.com/biz/the-grill-king-all-you-can-eat-korean-bbq-shoreline-12,3.7,357,"15740 Aurora Ave N Shoreline, WA 98133",$$,See all photos from Richard P. for The Grill King All You Can Eat Korean BBQ,"['Korean', 'Barbeque', 'Buffets']"
1049,Bánh Town,B%C3%A1nh%20Town,Shoreline,https://www.yelp.com/biz/b%25C3%25A1nh-town-seattle-5,,,,,,
1050,Pizzeria La Rocca,Pizzeria%20La%20Rocca,Shoreline,https://www.yelp.com/biz/pizzeria-la-rocca-seattle,4.5,136,"8404 Greenwood Ave N Seattle, WA 98103",$$,See all photos from Sheryl B. for Pizzeria La Rocca,"['Pizza', 'Coffee & Tea', 'Breakfast & Brunch']"
1051,El Parche Colombiano Restaurant,El%20Parche%20Colombiano%20Restaurant,Shoreline,https://www.yelp.com/biz/el-parche-colombiano-restaurant-seattle-2,4.2,97,"11740 15th Ave NE Seattle, WA 98125",$$,See all photos from Summer O. for El Parche Colombiano Restaurant,['Colombian']
1052,Taste Rice Noodle,Taste%20Rice%20Noodle,Shoreline,https://www.yelp.com/biz/taste-rice-noodle-edmonds-3,4.3,30,"22315 Hwy 99 Ste L Edmonds, WA 98026",$$,Write a Review,"['Chinese', 'Noodles']"
1053,Thai Bistro,Thai%20Bistro,Shoreline,https://www.yelp.com/biz/thai-fusion-bistro-seattle,3.1,322,"323 NE Thornton Pl Seattle, WA 98125",Unclaimed,See all photos from Aleksandr F. for Thai Fusion Bistro,['Thai']
1054,Indo Cafe,Indo%20Cafe,Shoreline,https://www.yelp.com/biz/indo-cafe-seattle-2,4.2,325,"13754 Aurora Ave N Seattle, WA 98133",$$,See all photos from Joan K. for Indo Cafe,['Indonesian']
1055,Casa Del Mariachi,Casa%20Del%20Mariachi,Shoreline,https://www.yelp.com/biz/casa-del-mariachi-seattle,4.7,88,"12327 Roosevelt Way NE Seattle, WA 98125",$$,See all photos from Tejal B. for Casa Del Mariachi,['Mexican']
1056,Looking For Chai Taiwanese Kitchen,Looking%20For%20Chai%20Taiwanese%20Kitchen,Shoreline,https://www.yelp.com/biz/looking-for-chai-bellevue-2,4.2,323,"12121 Northup Way Ste 205 Bellevue, WA 98005",$$,See all photos from Elton L. for Looking For Chai,"['Taiwanese', 'Chinese', 'Seafood']"
1057,Pho 99 Authentic Vietnamese,Pho%2099%20Authentic%20Vietnamese,Shoreline,https://www.yelp.com/biz/pho-99-authentic-vietnamese-shoreline,4.1,461,"19828 Aurora Ave N Shoreline, WA 98133",Unclaimed,See all photos from Celina S. for Pho 99 Authentic Vietnamese,"['Vietnamese', 'Noodles']"
1058,San Kai,San%20Kai,Shoreline,https://www.yelp.com/biz/sankai-sushi-edmonds,4.2,173,"111 4th Ave N Edmonds, WA 98020",$$$,See all photos from Eva M. for SanKai Sushi,"['Sushi Bars', 'Japanese', 'Beer, Wine & Spirits']"
1059,Fil-Am Oriental Food & Gifts,Fil-Am%20Oriental%20Food%20%26%20Gifts,Shoreline,https://www.yelp.com/biz/fil-am-oriental-food-and-gifts-shoreline,4.6,32,"15214 Aurora Ave N Shoreline, WA 98133",Unclaimed,See all photos from Marie B. for Fil-Am Oriental Food & Gifts,"['Gift Shops', 'International Grocery', 'Filipino']"
1060,Euro Deli Lakomka,Euro%20Deli%20Lakomka,Shoreline,https://www.yelp.com/biz/euro-deli-lakomka-shoreline,4.8,16,"20011 Aurora Ave N Shoreline, WA 98133",$$,See all photos from Marie B. for Euro Deli Lakomka,"['Meat Shops', 'Delis']"
1061,Jersey’s Great Food & Spirits,Jersey%E2%80%99s%20Great%20Food%20%26%20Spirits,Shoreline,https://www.yelp.com/biz/jerseys-great-food-and-spirits-shoreline,3.9,230,"1125 N 152nd St Shoreline, WA 98133",$$,N Stone Ln & N Aurora Ave,"['Sports Bars', 'American']"
1062,Mediterranean Oasis,Mediterranean%20Oasis,Shoreline,https://www.yelp.com/biz/mediterranean-oasis-shoreline,4.2,137,"15238 Aurora Ave N Shoreline, WA 98133",$$,See all photos from Jared P. for Mediterranean Oasis,"['Mediterranean', 'Bakeries', 'International Grocery']"
1063,SanMaRu Grill,SanMaRu%20Grill,Shoreline,https://www.yelp.com/biz/sanmaru-grill-shoreline,3.6,197,"20109 Aurora Ave N Ste 102 Shoreline, WA 98133",$$,See all photos from Kyle W. for SanMaRu Grill,"['Korean', 'Barbeque']"
1064,Wonton Noodle House,Wonton%20Noodle%20House,Shoreline,https://www.yelp.com/biz/canton-wonton-house-seattle,4,344,"608 S Weller St Seattle, WA 98104",Unclaimed,"Chinatown, Chinatown International District","['Cantonese', 'Noodles']"
1065,Nara Chinese Restaurant,Nara%20Chinese%20Restaurant,Shoreline,https://www.yelp.com/biz/nara-teriyaki-shoreline,3.3,160,,$$,152nd St & 149th St,"['Chicken Wings', 'Fast Food']"
1066,The Unique Cafe & Wine,The%20Unique%20Cafe%20%26%20Wine,Shoreline,https://www.yelp.com/biz/the-unique-cafe-and-wine-seattle,4.5,48,"12319 Roosevelt Way NE Seattle, WA 98125",$$,See all photos from Jenn C. for The Unique Cafe & Wine,"['Pizza', 'Italian', 'Desserts']"
1067,Fork Mediterranean Grill,Fork%20Mediterranean%20Grill,Shoreline,https://www.yelp.com/biz/fork-mediterranean-grill-mountlake-terrace,4.6,435,"21919 66th Ave W Ste G Mountlake Terrace, WA 98043",$,Write a Review,"['Mediterranean', 'Greek']"
1068,Saffron Grill,Saffron%20Grill,Shoreline,https://www.yelp.com/biz/saffron-grill-seattle,4,1523,"2132 N Northgate Way Seattle, WA 98133",$$,Haller Lake,"['Indian', 'Mediterranean', 'Cocktail Bars']"
1069,Furi Chinese Restaurant,Furi%20Chinese%20Restaurant,Shoreline,https://www.yelp.com/biz/furi-chinese-restaurant-edmonds,4.4,281,"546 5th Ave S Edmonds, WA 98020",$$,Write a Review,['Cantonese']
1070,Traditional Korean Beef Soup,Traditional%20Korean%20Beef%20Soup,Shoreline,https://www.yelp.com/biz/traditional-korean-beef-soup-edmonds,4.2,298,"22929 Hwy 99 Edmonds, WA 98026",$$,See all photos from Nelson L. for Traditional Korean Beef Soup,"['Korean', 'Soup']"
1071,V House Noodle,V%20House%20Noodle,Shoreline,https://www.yelp.com/biz/v-house-noodle-seattle,4.5,19,"12752 Aurora Ave N Seattle, WA 98133",,Haller Lake,"['Vietnamese', 'Noodles', 'Bubble Tea']"
1072,Man’oushe Express,Man%E2%80%99oushe%20Express,Shoreline,https://www.yelp.com/biz/manoushe-express-seattle-3,4.5,196,"13721 Lake City Way NE Level A Seattle, WA 98125",$,Olympic Hills,"['Pizza', 'Sandwiches', 'Salad']"
1073,Bantaba African Restaurant,Bantaba%20African%20Restaurant,Shoreline,https://www.yelp.com/biz/bantaba-african-restaurant-lynnwood-2,4.4,319,"19417 36th Ave W Lynnwood, WA 98036",$$,Write a Review,['African']
1074,Taqueria Sotelo,Taqueria%20Sotelo,Shoreline,https://www.yelp.com/biz/taqueria-sotelo-seattle-5,4.2,18,"828 Rainier Ave S Seattle, WA 98144",Unclaimed,See all photos from Helene L. for Taqueria Sotelo,"['Food Trucks', 'Mexican']"
1075,The Guest House,The%20Guest%20House,Shoreline,https://www.yelp.com/biz/the-guest-house-kenmore,4.3,292,"6810 NE 153rd Pl Kenmore, WA 98028",$$,See all photos from Ms. A. for The Guest House,"['American', 'Pizza', 'Cocktail Bars']"
1076,Shi Qu Restaurant,Shi%20Qu%20Restaurant,Shoreline,https://www.yelp.com/biz/shiku-sushi-seattle,3.9,512,"5310 Ballard Ave NW Seattle, WA 98107",Unclaimed,See all photos from Marcus S. for Shiku Sushi,"['Sushi Bars', 'Lounges', 'Japanese']"
1077,Alibertos,Alibertos,Shoreline,https://www.yelp.com/biz/alibertos-jr-seattle,3.3,91,"2425 4th Ave S Seattle, WA 98134",Unclaimed,Industrial District,['Mexican']
1078,Bar Dojo,Bar%20Dojo,Shoreline,https://www.yelp.com/biz/bar-dojo-edmonds,4.3,500,"8404 Bowdoin Way Edmonds, WA 98026",$$$,See all photos from Alex P. for Bar Dojo,"['Asian Fusion', 'Tapas/Small Plates', 'Cocktail Bars']"
1079,Stoup Brewing Kenmore,Stoup%20Brewing%20Kenmore,Shoreline,https://www.yelp.com/biz/stoup-brewing-kenmore-kenmore,3.3,118,"6704 NE 181st St Kenmore, WA 98028",$$,N 68th Ave & N 67th Ave,"['Breweries', 'Venues & Event Spaces']"
1080,Lee’s Grill ‘n Bento,Lee%E2%80%99s%20Grill%20%E2%80%98n%20Bento,Shoreline,https://www.yelp.com/biz/lees-grill-n-bento-shoreline-shoreline,4.1,114,"20030 Ballinger Way NE Shoreline, WA 98155",$,N 12th Ave & S 244th St,"['Chinese', 'Sushi Bars', 'Japanese']"
1081,HuoYan Hot Pot Restaurant,HuoYan%20Hot%20Pot%20Restaurant,Shoreline,https://www.yelp.com/biz/huoyan-hot-pot-restaurant-shoreline,3.9,145,"20109 Aurora Ave N Ste 101 Shoreline, WA 98133",$$$,See all photos from Erin W. for HuoYan Hot Pot Restaurant,"['Chinese', 'Hot Pot']"
1082,Issaya Thai Cuisine,Issaya%20Thai%20Cuisine,Shoreline,https://www.yelp.com/biz/issaya-thai-cuisine-shoreline,4.1,61,"1441 NW Richmond Beach Rd Shoreline, WA 98177",,N 12th Ave & 191st St,"['Thai', 'Asian Fusion']"
1083,Asian Pho,Asian%20Pho,Shoreline,https://www.yelp.com/biz/pho-ba-seattle-4,4.2,493,"415 7th Ave S Seattle, WA 98104",$$,See all photos from Celina S. for Pho Ba,"['Vietnamese', 'Noodles']"
1084,Loxicha Authentic Oaxaca Cuisine,Loxicha%20Authentic%20Oaxaca%20Cuisine,Shoreline,https://www.yelp.com/biz/loxicha-authentic-oaxaca-cuisine-seattle,4.6,125,"11552 15th Ave NE Seattle, WA 98125",Unclaimed,See all photos from Jane M. for Loxicha Authentic Oaxaca Cuisine,"['Food Trucks', 'Mexican']"
1085,iSandwiches & Teriyaki,iSandwiches%20%26%20Teriyaki,Shoreline,https://www.yelp.com/biz/isandwiches-and-teriyaki-shoreline,4.2,245,"14705 Aurora Ave N Shoreline, WA 98133",$,145th St & 149th St,"['Vietnamese', 'Sandwiches', 'Delis']"
1086,Soprano’s Pizza & Pasta,Soprano%E2%80%99s%20Pizza%20%26%20Pasta,Shoreline,https://www.yelp.com/biz/sopranos-pizza-and-pasta-seattle,3.3,210,"7729 24th Ave NW Seattle, WA 98117",$$,See all photos from Bob A. for Soprano's Pizza & Pasta,"['Pizza', 'Italian', 'Sandwiches']"
1087,2C Thai Bistro & Spirits,2C%20Thai%20Bistro%20%26%20Spirits,Shoreline,https://www.yelp.com/biz/2c-thai-bistro-and-spirits-seattle-2,4.4,384,"12506 Lake City Way NE Seattle, WA 98125",$$,N 31st Ave & 127th St,['Thai']
1088,Sahm Gook Jih Palace,Sahm%20Gook%20Jih%20Palace,Shoreline,https://www.yelp.com/biz/sahm-gook-jih-palace-lynnwood,4.2,316,"21619 Hwy 99 Ste J Lynnwood, WA 98036",Unclaimed,Write a Review,"['Asian Fusion', 'Chinese', 'Korean']"
1089,Diamond Knot Brewpub @ MLT,Diamond%20Knot%20Brewpub%20%40%20MLT,Shoreline,https://www.yelp.com/biz/diamond-knot-brewpub-mlt-mountlake-terrace-5,3.6,540,"5602 232nd St SW Ste 106 Mountlake Terrace, WA 98043",$$,See all photos from Mojdeh S. for Diamond Knot Brewpub @ MLT,"['Burgers', 'Pizza', 'Brewpubs']"
1090,Sunny Hill,Sunny%20Hill,Shoreline,https://www.yelp.com/biz/sunny-hill-seattle,4.4,120,"3127 NW 85th St Seattle, WA 98117",$$,See all photos from Molly B. for Sunny Hill,"['Pizza', 'Burgers']"
1091,Leftcraft,Leftcraft,Shoreline,https://www.yelp.com/biz/leftcraft-edmonds,3.7,97,"519 Main St Edmonds, WA 98020",$$,See all photos from Angelica K. for Leftcraft,"['Gastropubs', 'American']"
1092,Wow Bao,Wow%20Bao,Shoreline,https://www.yelp.com/biz/wow-bao-seattle,1.5,28,"3601 Fremont Ave N Seattle, WA 98103",,Fremont,['Food Delivery Services']
1093,Suni’s Pizza & Burgers,Suni%E2%80%99s%20Pizza%20%26%20Burgers,Shoreline,https://www.yelp.com/biz/sunis-pizza-and-burgers-shoreline,3.6,225,"17751 15th Ave NE Shoreline, WA 98155",$$,180th St & 177th St,"['Pizza', 'Burgers']"
1094,Ban Hua Sai,Ban%20Hua%20Sai,Shoreline,https://www.yelp.com/biz/ban-hua-sai-seattle,4.3,189,"9400 Roosevelt Way NE Seattle, WA 98115",$$,Mapleleaf,"['Thai', 'Asian Fusion']"
1095,Jebena Cafe,Jebena%20Cafe,Shoreline,https://www.yelp.com/biz/jebena-cafe-seattle,4.6,490,"1510 NE 117th St Seattle, WA 98125",$$,N 15th Ave & N Pinehurst Way,['Ethiopian']
1096,Demetris Woodstone Taverna,Demetris%20Woodstone%20Taverna,Shoreline,https://www.yelp.com/biz/demetris-woodstone-taverna-edmonds,3.5,602,"101 Main St Edmonds, WA 98020",$$,Write a Review,"['Mediterranean', 'Seafood', 'Cocktail Bars']"
1097,Scott’s Bar & Grill,Scott%E2%80%99s%20Bar%20%26%20Grill,Shoreline,https://www.yelp.com/biz/scotts-bar-and-grill-edmonds,3.4,593,"8115 Lake Ballinger Way Edmonds, WA 98026",$$,See all photos from Maria N. for Scott's Bar & Grill,"['Seafood', 'Steakhouses', 'American']"
1098,Ivar’s Seafood Bar,Ivar%E2%80%99s%20Seafood%20Bar,Shoreline,https://www.yelp.com/biz/ivars-seafood-bar-seattle-6,3.8,203,"13448 Aurora Ave N Seattle, WA 98133",$$,Bitter Lake,"['Seafood', 'Fast Food', 'Fish & Chips']"
1099,Boiling Fish,Boiling%20Fish,Shoreline,https://www.yelp.com/biz/boiling-fish-edmonds,4.5,42,"22511 Hwy 99 Ste 101 Edmonds, WA 98026",,See all photos from J Z. for Boiling Fish,"['Chinese', 'Asian Fusion']"
1100,The Habit Burger Grill,The%20Habit%20Burger%20Grill,Shoreline,https://www.yelp.com/biz/the-habit-burger-grill-seattle-8,2.6,113,"3501 SW Avalon Way Seattle, WA 98126",,See all photos from Pierre B. for The Habit Burger Grill,"['Burgers', 'Salad', 'Sandwiches']"
1101,Ban Hua Sai,Ban%20Hua%20Sai,Shoreline,https://www.yelp.com/biz/ban-hua-sai-seattle,4.3,189,"9400 Roosevelt Way NE Seattle, WA 98115",$$,Mapleleaf,"['Thai', 'Asian Fusion']"
1102,Jebena Cafe,Jebena%20Cafe,Shoreline,https://www.yelp.com/biz/jebena-cafe-seattle,4.6,490,"1510 NE 117th St Seattle, WA 98125",$$,N 15th Ave & N Pinehurst Way,['Ethiopian']
1103,Patty Pan,Patty%20Pan,Shoreline,https://www.yelp.com/biz/patty-pan-shoreline,4,22,"15550 27th Ave NE Shoreline, WA 98155",Unclaimed,158th St & 155th St,"['Mexican', 'Food Stands']"
1104,Teriyaki & Pho,Teriyaki%20%26%20Pho,Shoreline,https://www.yelp.com/biz/teriyaki-and-pho-seattle,3.1,94,"13027 Aurora Ave N Seattle, WA 98133",Unclaimed,Bitter Lake,['Japanese']
1105,Green Tree,Green%20Tree,Shoreline,https://www.yelp.com/biz/green-tree-seattle-2,4.5,221,"8576 Greenwood Ave N Seattle, WA 98103",$$,Greenwood,"['Vietnamese', 'Chinese']"
1106,Muto Izakaya Restaurant,Muto%20Izakaya%20Restaurant,Shoreline,https://www.yelp.com/biz/muto-izakaya-restaurant-lynnwood,4.1,366,"19505 44th Ave W Ste K Lynnwood, WA 98036",$$,See all photos from Eurasia L. for Muto Izakaya Restaurant,"['Sushi Bars', 'Ramen', 'Izakaya']"
1107,Dojo Togo,Dojo%20Togo,Shoreline,https://www.yelp.com/biz/bar-dojo-edmonds,4.3,500,"8404 Bowdoin Way Edmonds, WA 98026",$$$,See all photos from Alex P. for Bar Dojo,"['Asian Fusion', 'Tapas/Small Plates', 'Cocktail Bars']"
1108,Yummy Teriyaki & Fried Chicken,Yummy%20Teriyaki%20%26%20Fried%20Chicken,Shoreline,https://www.yelp.com/biz/yummy-teriyaki-seattle,2.9,218,"622 1st Ave N Seattle, WA 98109",$,Lower Queen Anne,['Japanese']
