place_id,name,link,main_category,categories,rating,reviews,address
ChIJ1SVX1GUVkFQRcjFtj3bOx4Q,"Fish On Bait, Tackle Shop, and Cafe","https://www.google.com/maps/place/Fish+On+Bait,+Tackle+Shop,+and+Cafe/@47.6263664,-122.3744864,17z/data=!3m1!4b1!4m6!3m5!1s0x54901565d45725d5:0x84c7ce768f6d3172!8m2!3d47.6263664!4d-122.3744864!16s%2Fg%2F1260xr85g?authuser=0&entry=ttu",Bait shop,"Bait shop, Fish & chips restaurant",4.2,29,"Fish On Bait, Tackle Shop, and Cafe, 955 Alaskan Way W, Seattle, WA 98119"
ChIJ6WbuxrJqkFQRgf0TymZty_s,Michou Deli,"https://www.google.com/maps/place/Michou+Deli/@47.6098867,-122.3423472,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ab2c6ee66e9:0xfbcb6d66ca13fd81!8m2!3d47.6098867!4d-122.3423472!16s%2Fg%2F1thmkp_y?authuser=0&entry=ttu",Deli,"Deli, Delivery Restaurant",4.5,550,"Michou Deli, 1904 Pike Pl, Seattle, WA 98101"
ChIJO5kT200VkFQRS6gqd4bkrog,Sarajevo Nightclub,"https://www.google.com/maps/place/Sarajevo+Nightclub/@47.6124028,-122.3464398,17z/data=!3m1!4b1!4m6!3m5!1s0x5490154ddb13993b:0x88aee486772aa84b!8m2!3d47.6124028!4d-122.3464398!16s%2Fg%2F1tf6rhc6?authuser=0&entry=ttu",Night club,Night club,4,797,"Sarajevo Nightclub, 2218 Western Ave #100, Seattle, WA 98121"
ChIJCb0qoIhskFQRjmuOkGelT-I,Central Bar + Restaurant,"https://www.google.com/maps/place/Central+Bar+%2B+Restaurant/@47.6153624,-122.2006986,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c88a02abd09:0xe24fa567908e6b8e!8m2!3d47.6153624!4d-122.2006986!16s%2Fg%2F11d_dmr94h?authuser=0&entry=ttu",Restaurant,"Restaurant, American restaurant, Bar & grill, Brunch restaurant, Sports bar",4.3,759,"Central Bar + Restaurant, 10475 NE 6th St, Bellevue, WA 98004"
ChIJtc6BvjcVkFQRZOXhGugeDNs,Buddha Bruddah Seattle,"https://www.google.com/maps/place/Buddha+Bruddah+Seattle/@47.5835333,-122.3024046,17z/data=!3m1!4b1!4m6!3m5!1s0x54901537be81ceb5:0xdb0c1ee81ae1e564!8m2!3d47.5835333!4d-122.3024046!16s%2Fg%2F11cs4hd1z1?authuser=0&entry=ttu",Asian fusion restaurant,"Asian fusion restaurant, Catering food and drink supplier, Restaurant",4.5,537,"Buddha Bruddah Seattle, 2201 Rainier Ave S, Seattle, WA 98144"
ChIJIehIU_gVkFQRPh8EYcYJIJs,TangleTown Public House,"https://www.google.com/maps/place/TangleTown+Public+House/@47.6688133,-122.3335158,17z/data=!3m1!4b1!4m6!3m5!1s0x549015f85348e821:0x9b2009c661041f3e!8m2!3d47.6688133!4d-122.3335158!16s%2Fg%2F11h1614d_d?authuser=0&entry=ttu",Restaurant,"Restaurant, Bar",4.3,244,"TangleTown Public House, 2106 N 55th St, Seattle, WA 98103"
ChIJuZrYFsFBkFQRBFhctGZgi0c,LECT's Soup Stop,"https://www.google.com/maps/place/LECT's+Soup+Stop/@47.5542198,-122.3252366,17z/data=!3m1!4b1!4m6!3m5!1s0x549041c116d89ab9:0x478b6066b45c5804!8m2!3d47.5542198!4d-122.3252366!16s%2Fg%2F1tg7rqld?authuser=0&entry=ttu",Soup restaurant,"Soup restaurant, Takeout Restaurant, Restaurant, Sandwich shop",4.7,171,"LECT's Soup Stop, 5327 Denver Ave S, Seattle, WA 98108"
ChIJzdArz25tkFQRGZYNAIpfujE,Chamei Matcha,"https://www.google.com/maps/place/Chamei+Matcha/@47.6155136,-122.2030493,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d6ecf2bd0cd:0x31ba5f8a000d9619!8m2!3d47.6155136!4d-122.2030493!16s%2Fg%2F11p4clhxdk?authuser=0&entry=ttu",Dessert shop,"Dessert shop, Restaurant, Tea store",3.9,478,"Chamei Matcha, 400 Bellevue Square Ste 188, Bellevue, WA 98004"
ChIJyR0gpM4VkFQR8gXRRS6fkCs,Mint and olives,"https://www.google.com/maps/place/Mint+and+olives/@47.6247129,-122.357234,17z/data=!3m1!4b1!4m6!3m5!1s0x549015cea4201dc9:0x2b909f2e45d105f2!8m2!3d47.6247129!4d-122.357234!16s%2Fg%2F11fn9_sv43?authuser=0&entry=ttu",Mediterranean restaurant,"Mediterranean restaurant, Middle Eastern restaurant, Restaurant",4.7,309,"Mint and olives, 8 W Mercer St, Seattle, WA 98119"
ChIJeydG8mUSkFQR_gbWrJWZ5Rk,Bella Balducci's Mediterranean Cuisine,"https://www.google.com/maps/place/Bella+Balducci's+Mediterranean+Cuisine/@47.7064573,-122.2097767,17z/data=!3m1!4b1!4m6!3m5!1s0x54901265f246277b:0x19e59995acd606fe!8m2!3d47.7064573!4d-122.2097767!16s%2Fg%2F11dfhzss7d?authuser=0&entry=ttu",Persian restaurant,"Persian restaurant, Mediterranean restaurant",4.6,661,"Bella Balducci's Mediterranean Cuisine, 11834 98th Ave NE, Kirkland, WA 98034"
ChIJ73t4fz4VkFQRYB64W5AuAxs,Starbucks,"https://www.google.com/maps/place/Starbucks/@47.6229122,-122.3368429,17z/data=!3m1!4b1!4m6!3m5!1s0x5490153e7f787bef:0x1b032e905bb81e60!8m2!3d47.6229122!4d-122.3368429!16s%2Fg%2F1v9lbgvl?authuser=0&entry=ttu",Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.3,563,"Starbucks, 442 Terry Ave N, Seattle, WA 98109"
ChIJGcnGkoVAkFQR_G3GLAWhDRs,Sunfish,"https://www.google.com/maps/place/Sunfish/@47.5785339,-122.4121913,17z/data=!3m1!4b1!4m6!3m5!1s0x5490408592c6c919:0x1b0da1052cc66dfc!8m2!3d47.5785339!4d-122.4121913!16s%2Fg%2F1tlc_wrh?authuser=0&entry=ttu",Seafood restaurant,"Seafood restaurant, Restaurant",4.6,761,"Sunfish, 2800 Alki Ave SW, Seattle, WA 98116"
ChIJ7Z8D6YAVkFQRq1n4QnLiMDs,Nutty Squirrel Gelato,"https://www.google.com/maps/place/Nutty+Squirrel+Gelato/@47.6404271,-122.3998479,17z/data=!3m1!4b1!4m6!3m5!1s0x54901580e9039fed:0x3b30e27242f859ab!8m2!3d47.6404271!4d-122.3998479!16s%2Fg%2F11dd_tkjv6?authuser=0&entry=ttu",Ice cream shop,"Ice cream shop, Children's party service, Dessert shop, Espresso bar, Pastry shop",4.7,209,"Nutty Squirrel Gelato, 2425 33rd Ave W STE B, Seattle, WA 98199"
ChIJBwySmsxqkFQRuv_IM2BvC3M,Bill's Off Broadway,"https://www.google.com/maps/place/Bill's+Off+Broadway/@47.615099,-122.3223415,17z/data=!3m1!4b1!4m6!3m5!1s0x54906acc9a920c07:0x730b6f6033c8ffba!8m2!3d47.615099!4d-122.3223415!16s%2Fg%2F1th5zhl9?authuser=0&entry=ttu",Sports bar,"Sports bar, Bar, Restaurant",4.2,414,"Bill's Off Broadway, 725 E Pine St, Seattle, WA 98122"
ChIJ6-amfLc-kFQRCJiNkPl5pCE,Streamliner Diner,"https://www.google.com/maps/place/Streamliner+Diner/@47.6247097,-122.516891,17z/data=!3m1!4b1!4m6!3m5!1s0x54903eb77ca6e6eb:0x21a479f9908d9808!8m2!3d47.6247097!4d-122.516891!16s%2Fg%2F1xn_n29v?authuser=0&entry=ttu",Restaurant,"Restaurant, Cafe",4.3,595,"Streamliner Diner, 397 Winslow Way E, Bainbridge Island, WA 98110"
ChIJQ4thSMtqkFQRCkXRbmWUHGE,Mercado Luna,"https://www.google.com/maps/place/Mercado+Luna/@47.6153729,-122.3257928,17z/data=!3m1!4b1!4m6!3m5!1s0x54906acb48618b43:0x611c94656ed1450a!8m2!3d47.6153729!4d-122.3257928!16s%2Fg%2F1pw3yk3bg?authuser=0&entry=ttu",Mexican restaurant,"Mexican restaurant, Bar, Takeout Restaurant, Restaurant, Taco restaurant",4.4,1121,"Mercado Luna, 422 E Pine St, Seattle, WA 98122"
ChIJQ90bn19skFQRWNHekYHMF0g,Pho Ever,"https://www.google.com/maps/place/Ph%E1%BB%9F+Ever/@47.6170278,-122.1793565,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c5f9f1bdd43:0x4817cc8191ded158!8m2!3d47.6170278!4d-122.1793565!16s%2Fg%2F1ptwsmssn?authuser=0&entry=ttu",Vietnamese restaurant,"Vietnamese restaurant, Pho restaurant, Restaurant",4.1,1322,"Pho Ever, 12015 NE 8th St, Bellevue, WA 98005"
ChIJS3YWtyEUkFQRSg9c19ZAwjg,208 N 85th St,https://www.google.com/maps/place/208+N+85th+St/data=!4m7!3m6!1s0x54901421b716764b:0x38c240d6d75c0f4a!8m2!3d47.6908642!4d-122.3560402!16s%2Fg%2F11bw3xwn3n!19sChIJS3YWtyEUkFQRSg9c19ZAwjg?authuser=0&hl=en&rclk=1,Building,Building,,,"208 N 85th St, Seattle, WA 98103"
ChIJyXdUbBpqkFQRUmemX3gCia8,Caffe Vita,"https://www.google.com/maps/place/Caffe+Vita/@47.5561088,-122.2700085,17z/data=!3m1!4b1!4m6!3m5!1s0x54906a1a6c5477c9:0xaf8902785fa66752!8m2!3d47.5561088!4d-122.2700085!16s%2Fg%2F1vd7109k?authuser=0&entry=ttu",Coffee shop,Coffee shop,4.5,352,"Caffe Vita, 5028 Wilson Ave S, Seattle, WA 98118"
ChIJTaRy231skFQRF8u2jBrpyl4,Hokkaido Ramen Santouka Bellevue,"https://www.google.com/maps/place/Hokkaido+Ramen+Santouka+Bellevue/@47.6113247,-122.2020973,17z/data=!3m1!4b1!4m6!3m5!1s0x54906c7ddb72a44d:0x5ecae91a8cb6cb17!8m2!3d47.6113247!4d-122.2020973!16s%2Fg%2F1z44bjdd8?authuser=0&entry=ttu",Ramen restaurant,Ramen restaurant,4.5,2017,"Hokkaido Ramen Santouka Bellevue, #3rd, 103 Bellevue Way NE Suite 3, Bellevue, WA 98004"
ChIJAxZWvUwVkFQRPuvwC7JTqZk,Pacific Science Center,"https://www.google.com/maps/place/Pacific+Science+Center/@47.6200121,-122.3515528,17z/data=!3m1!4b1!4m6!3m5!1s0x5490154cbd561603:0x99a953b20bf0eb3e!8m2!3d47.6200121!4d-122.3515528!16zL20vMDJrc19w?authuser=0&entry=ttu",Science museum,"Science museum, Museum, Technology museum, Tourist attraction",4.5,6377,"Pacific Science Center, 200 2nd Ave N, Seattle, WA 98109"
ChIJm0y6wj0UkFQRaCwgaprPMGs,Kangaroo & Kiwi,"https://www.google.com/maps/place/Kangaroo+%26+Kiwi/@47.6689076,-122.3834084,17z/data=!3m1!4b1!4m6!3m5!1s0x5490143dc2ba4c9b:0x6b30cf9a6a202c68!8m2!3d47.6689076!4d-122.3834084!16s%2Fg%2F1vnnj2p0?authuser=0&entry=ttu",Australian restaurant,"Australian restaurant, Bar, Bar & grill, Brunch restaurant, Lunch restaurant, Pub, Restaurant, Sports bar",4.3,1051,"Kangaroo & Kiwi, 2026 NW Market St, Seattle, WA 98107"
ChIJRTwSqyIVkFQRxbx4_raHEPg,Maiz Taqueria,"https://www.google.com/maps/place/Ma%C3%ADz+Taquer%C3%ADa/@47.6815779,-122.3771529,17z/data=!3m1!4b1!4m6!3m5!1s0x54901522ab123c45:0xf81087b6fe78bcc5!8m2!3d47.6815779!4d-122.3771529!16s%2Fg%2F11h191tbdx?authuser=0&entry=ttu",Mexican restaurant,"Mexican restaurant, Breakfast restaurant, Brunch restaurant, Restaurant, Taco restaurant",4.5,440,"Maiz Taqueria, 7301 15th Ave NW, Seattle, WA 98117"
ChIJ440RaLxqkFQRSwfzSKGlIzg,Fortune Garden,"https://www.google.com/maps/place/Fortune+Garden/@47.5984975,-122.324868,17z/data=!3m1!4b1!4m6!3m5!1s0x54906abc68118de3:0x3823a5a148f3074b!8m2!3d47.5984975!4d-122.324868!16s%2Fg%2F1hhl77gbw?authuser=0&entry=ttu",Chinese restaurant,Chinese restaurant,4.3,338,"Fortune Garden, 424 Maynard Ave S, Seattle, WA 98104"
ChIJoYqsVUoVkFQRQwwb8NVQ98Q,FareStart,"https://www.google.com/maps/place/FareStart/@47.6152455,-122.3375604,17z/data=!3m1!4b1!4m6!3m5!1s0x5490154a55ac8aa1:0xc4f750d5f01b0c43!8m2!3d47.6152455!4d-122.3375604!16s%2Fg%2F1tf8st4t?authuser=0&entry=ttu",Non-profit organization,"Non-profit organization, Cafe, Caterer, Event venue, Restaurant",4.6,664,"FareStart, 700 Virginia St, Seattle, WA 98101"
ChIJ6ZIhXrJqkFQRBJNFfF4N03g,JarrBar,"https://www.google.com/maps/place/JarrBar/@47.6082299,-122.3407877,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ab25e2192e9:0x78d30d5e7c459304!8m2!3d47.6082299!4d-122.3407877!16s%2Fg%2F11bwpnrfzd?authuser=0&entry=ttu",Bar,Bar,4.4,260,"JarrBar, 1432 Western Ave, Seattle, WA 98101"
ChIJG1YFY7Y-kFQRHVbh-OTa3-8,Pegasus Coffee House,https://www.google.com/maps/place/Pegasus+Coffee+House/data=!4m7!3m6!1s0x54903eb66305561b:0xefdfdae4f8e1561d!8m2!3d47.6223347!4d-122.5213969!16s%2Fg%2F1tlqpppd!19sChIJG1YFY7Y-kFQRHVbh-OTa3-8?authuser=0&hl=en&rclk=1,Coffee shop,Coffee shop,4.5,806,"Pegasus Coffee House, 131 Parfitt Way SW, Bainbridge Island, WA 98110"
ChIJ7RFcBlMRkFQR7Zp4ZQBqxJA,Teriyaki Plus,"https://www.google.com/maps/place/Teriyaki+Plus/@47.7089992,-122.3336385,17z/data=!3m1!4b1!4m6!3m5!1s0x54901153065c11ed:0x90c46a0065789aed!8m2!3d47.7089992!4d-122.3336385!16s%2Fg%2F1tj7_p1t?authuser=0&entry=ttu",Japanese restaurant,"Japanese restaurant, Asian restaurant",4.1,187,"Teriyaki Plus, 2100 N Northgate Way b, Seattle, WA 98133"
ChIJ-wqz0XYRkFQR5MqxsG-3xno,Tian Fu Seattle,"https://www.google.com/maps/place/Tian+Fu+Seattle/@47.7087551,-122.3256581,17z/data=!3m1!4b1!4m6!3m5!1s0x54901176d1b30afb:0x7ac6b76fb0b1cae4!8m2!3d47.7087551!4d-122.3256581!16s%2Fg%2F11hybly245?authuser=0&entry=ttu",Chinese restaurant,Chinese restaurant,4,346,"Tian Fu Seattle, 300 NE Northgate Way, Seattle, WA 98125"
ChIJ-XfLUFVpkFQRf1S4QffOFSI,KFC,"https://www.google.com/maps/place/KFC/@47.576677,-122.1716089,17z/data=!3m1!4b1!4m6!3m5!1s0x5490695550cb77f9:0x2215cef741b8547f!8m2!3d47.576677!4d-122.1716089!16s%2Fg%2F1tf5dfwj?authuser=0&entry=ttu",Chicken restaurant,"Chicken restaurant, Fast food restaurant",3.1,548,"KFC, 12611 SE 38th St, Bellevue, WA 98006"
ChIJwSHgsLpqkFQRW1pRInxqOqw,Jimmy John's,https://www.google.com/maps/place/Jimmy+John%27s/data=!4m7!3m6!1s0x54906abab0e021c1:0xac3a6a7c22515a5b!8m2!3d47.6014116!4d-122.3339412!16s%2Fg%2F1th1cf7h!19sChIJwSHgsLpqkFQRW1pRInxqOqw?authuser=0&hl=en&rclk=1,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Delivery Restaurant, Takeout Restaurant",3.2,166,"Jimmy John's, 102 1st Ave S, Seattle, WA 98104"
ChIJQ-uvhAEVkFQRsiGev4feWK4,Pacific Inn Pub,"https://www.google.com/maps/place/Pacific+Inn+Pub/@47.6496198,-122.3429654,17z/data=!3m1!4b1!4m6!3m5!1s0x5490150184afeb43:0xae58de87bf9e21b2!8m2!3d47.6496198!4d-122.3429654!16s%2Fg%2F1tm883nj?authuser=0&entry=ttu",Pub,"Pub, Bar",4.5,1107,"Pacific Inn Pub, 3501 Stone Way N, Seattle, WA 98103"
ChIJTXnquXJqkFQRzWEaCQwmezo,Domino's Pizza,"https://www.google.com/maps/place/Domino's+Pizza/@47.5630039,-122.287665,17z/data=!3m1!4b1!4m6!3m5!1s0x54906a72b9ea794d:0x3a7b260c091a61cd!8m2!3d47.5630039!4d-122.287665!16s%2Fg%2F1hhw5psh1?authuser=0&entry=ttu",Pizza delivery,"Pizza delivery, Chicken wings restaurant, Pizza restaurant, Pizza Takeout",3.8,265,"Domino's Pizza, 4436 Rainier Ave S, Seattle, WA 98118"
ChIJi5uWLzkVkFQRRW4VgEmdmVE,Tacos Chukis,"https://www.google.com/maps/place/Tacos+Chukis/@47.6269916,-122.3420743,17z/data=!3m1!4b1!4m6!3m5!1s0x549015392f969b8b:0x51999d4980156e45!8m2!3d47.6269916!4d-122.3420743!16s%2Fg%2F11c2jz92vq?authuser=0&entry=ttu",Mexican restaurant,"Mexican restaurant, Fast food restaurant",4.6,2602,"Tacos Chukis, 832 Dexter Ave N, Seattle, WA 98109"
ChIJyZoaUslqkFQRWoCCXkvAgkc,IHOP,"https://www.google.com/maps/place/IHOP/@47.6118685,-122.3197465,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ac9521a9ac9:0x4782c04b5e82805a!8m2!3d47.6118685!4d-122.3197465!16s%2Fg%2F11g_yr59q?authuser=0&entry=ttu",Breakfast restaurant,"Breakfast restaurant, American restaurant, Family restaurant",4.1,3179,"IHOP, 950 E Madison St, Seattle, WA 98122"
ChIJAdq8tzQVkFQRvFWQhN1slQU,Sushi Maki,"https://www.google.com/maps/place/Sushi+Maki/@47.61616,-122.327102,17z/data=!3m1!4b1!4m6!3m5!1s0x54901534b7bcda01:0x5956cdd849055bc!8m2!3d47.61616!4d-122.327102!16s%2Fg%2F1tgk0b90?authuser=0&entry=ttu",Sushi restaurant,"Sushi restaurant, Asian restaurant, Japanese restaurant",4.5,224,"Sushi Maki, 1633 Bellevue Ave, Seattle, WA 98122"
ChIJ2Tlr-aFukFQRs7_p9vdotss,Teriyaki & More,https://www.google.com/maps/place/Teriyaki+%26+More/data=!4m7!3m6!1s0x54906ea1f96b39d9:0xcbb668f7f6e9bfb3!8m2!3d47.581615!4d-122.1393975!16s%2Fg%2F1tfj2whk!19sChIJ2Tlr-aFukFQRs7_p9vdotss?authuser=0&hl=en&rclk=1,Japanese restaurant,"Japanese restaurant, Fast food restaurant, Noodle shop, Restaurant",4.3,630,"Teriyaki & More, 3080 148th Ave SE, Bellevue, WA 98007"
ChIJJ3GvQShAkFQR449rXGKBqoc,Dona Queen Donuts & Deli,"https://www.google.com/maps/place/Dona+Queen+Donuts+%26+Deli/@47.5803366,-122.3294397,17z/data=!3m1!4b1!4m6!3m5!1s0x5490402841af7127:0x87aa81625c6b8fe3!8m2!3d47.5803366!4d-122.3294397!16s%2Fg%2F1vf9c1jd?authuser=0&entry=ttu",Donut shop,Donut shop,4.4,191,"Dona Queen Donuts & Deli, 2445 4th Ave S #114, Seattle, WA 98134"
ChIJHao91QhtkFQRqvlcNjhQu-w,Bhojan Xpress,"https://www.google.com/maps/place/Bhojan+Xpress/@47.6201897,-122.2021498,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d08d53daa1d:0xecbb5038365cf9aa!8m2!3d47.6201897!4d-122.2021498!16s%2Fg%2F11ggb5m3nq?authuser=0&entry=ttu",Indian restaurant,"Indian restaurant, Delivery Restaurant, Vegan restaurant, Vegetarian restaurant",4.1,622,"Bhojan Xpress, 1105 Bellevue Way NE a4, Bellevue, WA 98004"
ChIJNdwddBEVkFQRFbOM_NGG6-8,Sushi Suzuki,"https://www.google.com/maps/place/Sushi+Suzuki/@47.6353607,-122.2790142,17z/data=!3m1!4b1!4m6!3m5!1s0x54901511741ddc35:0xefeb86d1fc8cb315!8m2!3d47.6353607!4d-122.2790142!16s%2Fg%2F11scmnd1fd?authuser=0&entry=ttu",Sushi restaurant,Sushi restaurant,4.8,60,"Sushi Suzuki, 4116 1/2 E Madison St, Seattle, WA 98112"
ChIJBVc-lbpqkFQRaoKWP0nxwnE,"TAT'S DELI - Cheesesteaks, Subs & Catering","https://www.google.com/maps/place/TAT'S+DELI+-+Cheesesteaks,+Subs+%26+Catering/@47.6015936,-122.3323265,17z/data=!3m1!4b1!4m6!3m5!1s0x54906aba953e5705:0x71c2f1493f96826a!8m2!3d47.6015936!4d-122.3323265!16s%2Fg%2F1tfk_xrd?authuser=0&entry=ttu",Caterer,"Caterer, Cheesesteak restaurant, Deli, Restaurant, Sandwich shop",4.7,2248,"TAT'S DELI - Cheesesteaks, Subs & Catering, 159 Yesler Wy, Seattle, WA 98104"
ChIJpzOka85qkFQR2U4oqZ7q_Rg,Skillet Diner @ Capitol Hill,https://www.google.com/maps/place/Skillet+Diner+@+Capitol+Hill/data=!4m7!3m6!1s0x54906ace6ba433a7:0x18fdea9ea9284ed9!8m2!3d47.613069!4d-122.313972!16s%2Fg%2F1tfsslc_!19sChIJpzOka85qkFQR2U4oqZ7q_Rg?authuser=0&hl=en&rclk=1,New American restaurant,"New American restaurant, Bar, Breakfast restaurant, Brunch restaurant",4.3,2272,"Skillet Diner @ Capitol Hill, 1400 E Union St, Seattle, WA 98122"
ChIJscvSYiMUkFQRQO1QwpY2OFw,Gorgeous George's,"https://www.google.com/maps/place/Gorgeous+George's/@47.6853634,-122.3556026,17z/data=!3m1!4b1!4m6!3m5!1s0x5490142362d2cbb1:0x5c383696c250ed40!8m2!3d47.6853634!4d-122.3556026!16s%2Fg%2F1xn_n27m?authuser=0&entry=ttu",Mediterranean restaurant,Mediterranean restaurant,4.8,428,"Gorgeous George's, 7719 Greenwood Ave N, Seattle, WA 98103"
ChIJt0BPh8ZqkFQRIEF4lGpZXTc,Hopvine Pub,https://www.google.com/maps/place/Hopvine+Pub/data=!4m7!3m6!1s0x54906ac6874f40b7:0x375d596a94784120!8m2!3d47.6233618!4d-122.3128147!16s%2Fg%2F1tfgcytg!19sChIJt0BPh8ZqkFQRIEF4lGpZXTc?authuser=0&hl=en&rclk=1,Pub,"Pub, Delivery service, Lunch restaurant, Delivery Restaurant, Takeout Restaurant, Pizza restaurant, Pizza Takeout, Sandwich shop, Soup shop",4.5,404,"Hopvine Pub, 507 15th Ave E, Seattle, WA 98112"
ChIJxbsFhgcVkFQRmEa8YttMSr8,Target,https://www.google.com/maps/place/Target/data=!4m7!3m6!1s0x549015078605bbc5:0xbf4a4cdb62bc4698!8m2!3d47.6622825!4d-122.3132652!16s%2Fg%2F11h46fmf20!19sChIJxbsFhgcVkFQRmEa8YttMSr8?authuser=0&hl=en&rclk=1,Department store,Department store,2.9,120,"Target, 4535 University Way NE, Seattle, WA 98105"
ChIJe-qfn0MVkFQR05_Wg5Tv2yc,Starbucks,https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x549015439f9fea7b:0x27dbef9483d69fd3!8m2!3d47.623763!4d-122.357852!16s%2Fg%2F11g9f7wf9y!19sChIJe-qfn0MVkFQR05_Wg5Tv2yc?authuser=0&hl=en&rclk=1,Coffee shop,"Coffee shop, Cafe, Coffee store, Espresso bar",4,74,"Starbucks, 516 1st Ave W, Seattle, WA 98109"
ChIJA8qQOixtkFQRRJ2U5Lnk-_s,Chaat Corner,"https://www.google.com/maps/place/Chaat+Corner/@47.6303528,-122.1391411,17z/data=!3m1!4b1!4m6!3m5!1s0x54906d2c3a90ca03:0xfbfbe4b9e4949d44!8m2!3d47.6303528!4d-122.1391411!16s%2Fg%2F12hlmn8s_?authuser=0&entry=ttu",Indian restaurant,"Indian restaurant, Fast food restaurant",3.8,640,"Chaat Corner, 15117 NE 24th St, Redmond, WA 98052"
ChIJbxbl9fRrkFQRQO9nsh1vgMI,Taqueria Cantina - Downtown,"https://www.google.com/maps/place/Taqueria+Cantina+-+Downtown/@47.6064092,-122.3389026,17z/data=!3m1!4b1!4m6!3m5!1s0x54906bf4f5e5166f:0xc2806f1db267ef40!8m2!3d47.6064092!4d-122.3389026!16s%2Fg%2F11r24z_csw?authuser=0&entry=ttu",Mexican restaurant,Mexican restaurant,4,346,"Taqueria Cantina - Downtown, 89 University St, Seattle, WA 98101"
ChIJSWNYeocNkFQRARR86e_ty5A,Azteca Mexican Restaurants,"https://www.google.com/maps/place/Azteca+Mexican+Restaurants/@47.7109696,-122.187816,17z/data=!3m1!4b1!4m6!3m5!1s0x54900d877a586349:0x90cbedefe97c1401!8m2!3d47.7109696!4d-122.187816!16s%2Fg%2F1td7swyx?authuser=0&entry=ttu",Mexican restaurant,"Mexican restaurant, Restaurant",4.2,1008,"Azteca Mexican Restaurants, 11431 NE 124th St, Kirkland, WA 98034"
ChIJB8QAYIAVkFQRwixAYBqZ0Fk,Magnolia Village Pub,"https://www.google.com/maps/place/Magnolia+Village+Pub/@47.6394232,-122.3993286,17z/data=!3m1!4b1!4m6!3m5!1s0x549015806000c407:0x59d0991a60402cc2!8m2!3d47.6394232!4d-122.3993286!16s%2Fg%2F1vg_ckhx?authuser=0&entry=ttu",Pub,"Pub, Bar & grill",4.3,393,"Magnolia Village Pub, 3221 W McGraw St, Seattle, WA 98199"
ChIJhb0P9YlqkFQRj_zUogyuLU4,McDonald's,"https://www.google.com/maps/place/McDonald's/@47.5816281,-122.3000461,17z/data=!3m1!4b1!4m6!3m5!1s0x54906a89f50fbd85:0x4e2dae0ca2d4fc8f!8m2!3d47.5816281!4d-122.3000461!16s%2Fg%2F1trpqhgr?authuser=0&entry=ttu",Fast food restaurant,"Fast food restaurant, Breakfast restaurant, Coffee shop, Hamburger restaurant, Restaurant, Sandwich shop",3.5,1247,"McDonald's, 2336 25th Ave S, Seattle, WA 98144"
ChIJI2kVWLJqkFQRtkB41QK1q6Y,Crepe De France,"https://www.google.com/maps/place/Crepe+De+France/@47.6084213,-122.3400802,17z/data=!3m1!4b1!4m6!3m5!1s0x54906ab258156923:0xa6abb502d57840b6!8m2!3d47.6084213!4d-122.3400802!16s%2Fg%2F1thl0kbl?authuser=0&entry=ttu",Creperie,"Creperie, Cafe, French restaurant, Restaurant",4.3,441,"Crepe De France, 93 Pike St #204, Seattle, WA 98101"
ChIJD7j8Kn8VkFQRs45HqN6u57Y,Cornelly,"https://www.google.com/maps/place/Cornelly/@47.6244953,-122.3255294,17z/data=!3m1!4b1!4m6!3m5!1s0x5490157f2afcb80f:0xb6e7aedea8478eb3!8m2!3d47.6244953!4d-122.3255294!16s%2Fg%2F11lg0bcf0f?authuser=0&entry=ttu",Pizza restaurant,"Pizza restaurant, Italian restaurant, Restaurant",4.6,273,"Cornelly, 601 Summit Ave E #103, Seattle, WA 98102"
ChIJNVg6hcxtkFQRlDRSIqY3QA4,Cepae Tasting Room,"https://www.google.com/maps/place/C%C3%A9pa%C3%A9+Tasting+Room/@47.6121971,-122.1986574,17z/data=!3m1!4b1!4m6!3m5!1s0x54906dcc853a5835:0xe4037a622523494!8m2!3d47.6121971!4d-122.1986574!16s%2Fg%2F11f765kk4p?authuser=0&entry=ttu",French restaurant,"French restaurant, Bakery, Gourmet grocery store, Patisserie, Wine bar, Wine cellar, Wine store",4.4,116,"Cepae Tasting Room, 258 106th Ave NE, Bellevue, WA 98004"
ChIJ82jwUMYVkFQRLKPbbQuwnHw,The Noble Fir,"https://www.google.com/maps/place/The+Noble+Fir/@47.66688,-122.383489,17z/data=!3m1!4b1!4m6!3m5!1s0x549015c650f068f3:0x7c9cb00b6ddba32c!8m2!3d47.66688!4d-122.383489!16s%2Fg%2F1xn_n291?authuser=0&entry=ttu",Cider bar,"Cider bar, Bar, Small plates restaurant, Wine bar",4.5,321,"The Noble Fir, 5316 Ballard Ave NW, Seattle, WA 98107"
