,Unnamed: 0_google,Name,Main Tag,Tags_google,Rating_google,Num Reviews_google,Address_google,Zip Code,Neighborhood_google,Street Name,Unnamed: 0_tripadvisor,index,Rating_tripadvisor,Num Reviews_tripadvisor,Address_tripadvisor,Marquee,Distribution_x,Cost_x,Tags_tripadvisor,Neighborhood_tripadvisor,Unnamed: 0,Address,Rating,Num Reviews,Cost_y,Tags,Distribution_y,Neighborhood
1727,2597.0,Art Marble 21,Bar,"Bar, Brunch restaurant, Event venue, Restaurant",4.1,1719.0,"Art Marble 21, 731 Westlake Ave N, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Westlake Ave N,",1133.0,1133.0,4.0,49.0,"731 Westlake Ave N, Seattle, WA 98109-4322","#711 of 2,182 Restaurants in Seattle","[14, 18, 9, 4, 3]",$$ - $$$,AmericanCaribbeanBar,Queen Anne/South Lake Union,1110.0,"731 Westlake Ave N, Seattle, WA 98109-4322",3.3,442.0,$$,"['Cocktail Bars', 'New American', 'Venues & Event Spaces']","['95', '40', '73', '90', '144']",Queen Anne/South Lake Union
1728,2599.0,Cherry Street Thai,Thai restaurant,"Thai restaurant, Takeout Restaurant",4.5,321.0,"Cherry Street Thai, 2724 E Cherry St, Seattle, WA 98122",98122.0,Capitol Hill,"Cherry Street E Cherry St,",,,,,,,,,,,,,,,,,,
1729,2601.0,Fresh Flours,Coffee shop,"Coffee shop, Bakery",4.6,476.0,"Fresh Flours Beacon Hill, 1624 S McClellan St, Seattle, WA 98144",98144.0,Other,"S McClellan St,",2707.0,2707.0,4.0,17.0,"1624 S McClellan St, Seattle, WA 98144-5121",#187 of 225 Coffee & Tea in Seattle,"[1, 13, 2, 1, 0]",$,Quick BitesCafeVegetarian Friendly,Other,2623.0,"1624 S McClellan St, Seattle, WA 98144-5121",4.3,176.0,$$,"['Bakeries', 'Coffee & Tea', 'Macarons']","['4', '12', '14', '48', '98']",Other
1730,2602.0,Admiral Pub,Frozen yogurt shop,"Frozen yogurt shop, Caterer, Children's party service, Dessert restaurant, Dessert shop, Ice cream shop, Kosher restaurant",4.1,188.0,"Menchie's Admiral, 2620 California Ave SW UNIT 400, Seattle, WA 98116",98116.0,Other,California Ave SW,,,,,,,,,,,,,,,,,,
1731,2605.0,Ohana Belltown,Hawaiian restaurant,"Hawaiian restaurant, Asian restaurant, Bar, Japanese restaurant, Restaurant, Sushi restaurant",4.4,1465.0,"Ohana Belltown, 2207 1st Ave, Seattle, WA 98121",98121.0,Belltown,"1st Ave,",572.0,572.0,4.0,139.0,"2207 1st Ave, Seattle, WA 98121-1614","#357 of 2,182 Restaurants in Seattle","[48, 50, 19, 9, 7]",$$ - $$$,JapaneseBarSushi,Belltown,561.0,"2207 1st Ave, Seattle, WA 98121-1614",3.6,861.0,$$,"['Japanese', 'Hawaiian', 'Sushi Bars']","['74', '81', '176', '276', '254']",Belltown
1732,2606.0,Dimension,Apartment complex,Apartment complex,4.2,131.0,"Dimension, 225 Cedar St, Seattle, WA 98121",98121.0,Belltown,"Cedar St,",,,,,,,,,,,,,,,,,,
1733,2607.0,"Stellar Pizza , Ale & Cocktails",Pizza restaurant,"Pizza restaurant, Cocktail bar",4.2,617.0,"Stellar Pizza, 5513 Airport Way S, Seattle, WA 98108",98108.0,Other,"Airport Way S,",1015.0,1015.0,4.0,49.0,"5513 Airport Way S, Seattle, WA 98108-2202","#637 of 2,182 Restaurants in Seattle","[18, 19, 6, 2, 3]",$$ - $$$,PizzaVegetarian Friendly,Other,993.0,"5513 Airport Way S, Seattle, WA 98108-2202",3.8,429.0,$$,"['Pizza', 'Italian', 'Cocktail Bars']","['43', '36', '53', '143', '154']",Other
1734,2608.0,Chocolate and Ice Cream Delight,Ice cream shop,Ice cream shop,4.0,62.0,"Chocolate & Ice Cream Delight, 1918 Pike Pl, Seattle, WA 98101",98101.0,Downtown,"Pike Pl,",2204.0,2204.0,4.0,12.0,"1918 Pike Pl, Seattle, WA 98101-1013",#96 of 112 Desserts in Seattle,"[4, 3, 3, 0, 1]",$$ - $$$,DessertAmerican,Downtown,2139.0,"1918 Pike Pl, Seattle, WA 98101-1013",3.5,37.0,Unclaimed,"['Candy Stores', 'Ice Cream & Frozen Yogurt', 'Fast Food']","['5', '4', '8', '6', '14']",Downtown
1735,2610.0,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",3.9,76.0,"Starbucks, 621 2nd Ave, Seattle, WA 98104",98104.0,Chinatown,"2nd Ave,",1324.0,1324.0,4.5,16.0,"621 2nd Ave, Seattle, WA 98104-2203",#72 of 225 Coffee & Tea in Seattle,"[10, 4, 0, 0, 0]",$,Quick BitesCafe,Chinatown,1296.0,"621 2nd Ave, Seattle, WA 98104-2203",3.8,20.0,$$,['Coffee & Tea'],"['0', '3', '3', '9', '5']",Chinatown
1736,2611.0,Storyville Coffee Pike Place,Cafe,Cafe,4.6,410.0,"Tougo Coffee Neighborhood cafe serving wine and beer, 860 Yesler Wy, Seattle, WA 98104",98104.0,Chinatown,"Yesler Wy,",,,,,,,,,,,,,,,,,,
1737,2613.0,Subway,Sandwich shop,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",3.2,130.0,"Subway, 501 Seneca St, Seattle, WA 98101",98101.0,Downtown,"Seneca St,",,,,,,,,,,,,,,,,,,
1738,2614.0,Archipelago,Pacific Northwest restaurant (US),"Pacific Northwest restaurant (US), Fine dining restaurant",4.9,158.0,"Archipelago, 5607 Rainier Ave S, Seattle, WA 98118",98118.0,Other,"Rainier Ave S,",2296.0,2296.0,5.0,2.0,"5607 Rainier Ave S, Seattle, WA 98118-2442","#1,392 of 2,182 Restaurants in Seattle","[2, 0, 0, 0, 0]",,Asian,Other,2229.0,"5607 Rainier Ave S, Seattle, WA 98118-2442",4.7,86.0,$$$$,"['Filipino', 'Noodles', 'Soup']","['1', '1', '3', '10', '71']",Other
1739,2615.0,Chan Seattle,Dessert shop,"Dessert shop, Bubble tea store, Coffee shop, Sandwich shop",4.0,100.0,"Triple Joy ( Old Blackbird Seattle ), 11004 NE 11th St Ste108, Bellevue, WA 98004",,Other,NE 11th St,,,,,,,,,,,,,,,,,,
1740,2617.0,Andaluca Restaurant,Italian restaurant,"Italian restaurant, Restaurant",4.6,230.0,"NOLITA Italian Food and Wine Restaurant, 5909 15th Ave NW, Seattle, WA 98107",98107.0,Ballard,"15th Ave NW,",,,,,,,,,,,,,,,,,,
1741,2622.0,Bistro Shirlee,Restaurant,Restaurant,4.5,60.0,"Bistro Shirlee, 3600 NE 45th St, Seattle, WA 98105",98105.0,University District,"NE 45th St,",2627.0,2627.0,3.5,6.0,"3600 NE 45th St, Seattle, WA 98105-5643","#1,600 of 2,182 Restaurants in Seattle","[3, 0, 1, 2, 0]",$$$$,French,University District,2547.0,"3600 NE 45th St, Seattle, WA 98105-5643",3.1,36.0,,"['Beverage Store', 'Beer, Wine & Spirits', 'French']","['5', '10', '8', '4', '9']",University District
1742,2626.0,OMEGA OUZERI,Greek restaurant,"Greek restaurant, Mediterranean restaurant, Seafood restaurant, Wine bar",4.6,516.0,"OMEGA OUZERI, 1529 14th Ave, Seattle, WA 98122",98122.0,Capitol Hill,"14th Ave,",,,,,,,,,,,,,,,,,,
1743,2627.0,Anchored Ship Coffee,Coffee shop,"Coffee shop, Wine club",4.4,269.0,"Anchored Ship Coffee Bar, 5308 Ballard Ave NW, Seattle, WA 98107",98107.0,Ballard,"Ballard Ave NW,",1785.0,1785.0,5.0,6.0,"5306 Ballard Ave NW, Seattle, WA 98107-4366",#102 of 225 Coffee & Tea in Seattle,"[5, 1, 0, 0, 0]",$$ - $$$,Cafe,Ballard,1732.0,"5306 Ballard Ave NW, Seattle, WA 98107-4366",4.1,166.0,$$,['Coffee & Tea'],"['7', '15', '17', '48', '79']",Ballard
1744,2628.0,Pink Salt Restaurant,Restaurant,"Restaurant, Bar, Lounge, Lunch restaurant, Takeout Restaurant, Peruvian restaurant",4.5,329.0,"Pink Salt Restaurant & Lounge, 3321 W McGraw St, Seattle, WA 98199",98199.0,Other,"W McGraw St,",920.0,920.0,4.5,20.0,"3321 W McGraw St, Seattle, WA 98199-3209","#573 of 2,182 Restaurants in Seattle","[14, 1, 2, 2, 0]",$$ - $$$,PeruvianLatinBar,Other,900.0,"3321 W McGraw St, Seattle, WA 98199-3209",4.4,144.0,$$$,"['Peruvian', 'Bars', 'Desserts']","['6', '7', '9', '23', '99']",Other
1745,2630.0,Noi Thai Cuisine,Peruvian restaurant,Peruvian restaurant,4.7,330.0,"Senor Carbon Peruvian Cuisine, 625 1st Ave, Seattle, WA 98104",98104.0,Chinatown,"1st Ave,",,,,,,,,,,,,,,,,,,
1746,2631.0,Rain Cafe,Cafe,Cafe,4.2,480.0,"Rain Cafe, 13200 Aurora Ave N suite c, Seattle, WA 98133",98133.0,Bitter Lake,Aurora Ave N,,,,,,,,,,,,,,,,,,
1747,2632.0,La Parisienne - French Bakery,Mexican restaurant,Mexican restaurant,4.4,10.0,"Taqueria La Fondita, 9811 15th Ave SW, Seattle, WA 98106",98106.0,Other,"15th Ave SW,",,,,,,,,,,,,,,,,,,
1748,2633.0,Yard House,Bar,"Bar, Bar & grill, Karaoke bar, Live music venue, Pool hall, Table tennis facility",4.4,446.0,"Boxcar Ale House, 3407 Gilman Ave W, Seattle, WA 98199",98199.0,Other,"Gilman Ave W,",,,,,,,,,,,,,,,,,,
1749,2635.0,Belltown Provisions,Cocktail bar,"Cocktail bar, Lounge, Restaurant",4.6,171.0,"Provisions, 2137 2nd Ave, Seattle, WA 98121",98121.0,Belltown,"2nd Ave,",,,,,,,,,,,,,,,,,,
1750,2636.0,Tapas Lab,Tapas bar,Tapas bar,4.4,327.0,"Tapas Lab, 7012 Woodlawn Ave NE, Seattle, WA 98115",98115.0,Other,"Woodlawn Ave NE,",,,,,,,,,,,,,,,,,,
1751,2637.0,Marmite,Restaurant,"Restaurant, Bar, French restaurant",4.3,263.0,"Marmite Seattle, 1424 11th Ave, Seattle, WA 98122",98122.0,Capitol Hill,"11th Ave,",939.0,939.0,4.5,25.0,"1424 11th Ave, Seattle, WA 98122-4269","#582 of 2,182 Restaurants in Seattle","[14, 6, 3, 2, 0]",$$ - $$$,FrenchAmericanVegetarian Friendly,Capitol Hill,919.0,"1424 11th Ave, Seattle, WA 98122-4269",3.6,168.0,$$$,"['French', 'Breakfast & Brunch', 'Bars']","['28', '20', '22', '20', '78']",Capitol Hill
1752,2638.0,Hellbent Brewing Company,Brewery,"Brewery, Bar",4.7,523.0,"Hellbent Brewing Company, 13035 Lake City Way NE, Seattle, WA 98125",98125.0,Northgate,"Lake City Way NE,",1215.0,1215.0,4.5,18.0,"13035 Lake City Way NE, Seattle, WA 98125-4428","#757 of 2,182 Restaurants in Seattle","[12, 4, 2, 0, 0]",$,BarPub,Northgate,1191.0,"13035 Lake City Way NE, Seattle, WA 98125-4428",4.6,209.0,$,"['Sports Bars', 'Beer Bar', 'Cideries']","['5', '3', '7', '50', '144']",Northgate
1753,2643.0,Chan Seattle,Doctor,"Doctor, Medical clinic, Naturopathic practitioner",4.5,42.0,"Natural Medicine of Seattle, 3513 Northeast 45th Street 2 West, Seattle, WA 98105",98105.0,University District,Northeast 45th Street,,,,,,,,,,,,,,,,,,
1754,2644.0,Mr Saigon,Vietnamese restaurant,Vietnamese restaurant,4.2,82.0,"Saigon Streets, 507 S Weller St, Seattle, WA 98104",98104.0,Chinatown,"S Weller St,",,,,,,,,,,,,,,,,,,
1755,2645.0,The Sitting Room,Bar,"Bar, Cocktail bar, Taco restaurant",4.6,259.0,"The Sitting Room, 108 W Roy St, Seattle, WA 98119",98119.0,Other,"W Roy St,",1474.0,1474.0,4.0,28.0,"108 W Roy St, Seattle, WA 98119-3830","#912 of 2,182 Restaurants in Seattle","[10, 12, 3, 2, 1]",$$ - $$$,FrenchBarMediterranean,Other,1434.0,"108 W Roy St, Seattle, WA 98119-3830",4.0,345.0,$$,"['Wine Bars', 'Cocktail Bars', 'Tacos']","['14', '14', '43', '144', '130']",Other
1756,2646.0,Phocific Standard Time,Bar,"Bar, Cocktail bar",4.7,86.0,"Phocific Standard Time (PST), 1923 7th Ave, Seattle, WA 98101",98101.0,Downtown,"7th Ave,",2722.0,2722.0,5.0,1.0,"1923 7th Ave, Seattle, WA 98101-1207","#1,661 of 2,182 Restaurants in Seattle","[1, 0, 0, 0, 0]",,Vietnamese,Downtown,2637.0,"1923 7th Ave, Seattle, WA 98101-1207",4.7,77.0,Unclaimed,"['Vietnamese', 'Cocktail Bars']","['2', '1', '1', '12', '61']",Downtown
1757,2648.0,Kimchi House,Korean restaurant,Korean restaurant,4.6,433.0,"Kimchi House, 5809 24th Ave NW, Seattle, WA 98107",98107.0,Ballard,"24th Ave NW,",1174.0,1174.0,5.0,14.0,"5809 24th Ave NW, Seattle, WA 98107-3205","#735 of 2,182 Restaurants in Seattle","[10, 1, 0, 0, 0]",$,AsianKorean,Ballard,1150.0,"5809 24th Ave NW, Seattle, WA 98107-3205",4.3,313.0,$$,['Korean'],"['5', '6', '42', '91', '169']",Ballard
1758,2649.0,Restaurant Christine,Pacific Northwest restaurant (US),Pacific Northwest restaurant (US),4.8,188.0,"Restaurant Christine, 2227 N 56th St, Seattle, WA 98103",98103.0,Fremont/Wallingford,"N 56th St,",1543.0,1543.0,5.0,4.0,"2227 N 56th St, Seattle, WA 98103-6203","#958 of 2,182 Restaurants in Seattle","[4, 0, 0, 0, 0]",$$ - $$$,ContemporaryFusionHealthy,Fremont/Wallingford,1503.0,"2227 N 56th St, Seattle, WA 98103-6203",4.6,18.0,,"['Comfort Food', 'New American', 'Seafood']","['3', '1', '6', '4', '4']",Fremont/Wallingford
1759,2650.0,Oma Bap,Korean restaurant,Korean restaurant,4.4,196.0,"Oma Bap, 1640 11th Ave, Seattle, WA 98122",98122.0,Capitol Hill,"11th Ave,",2180.0,2180.0,5.0,2.0,"1640 11th Ave, Seattle, WA 98122-2419","#1,325 of 2,182 Restaurants in Seattle","[2, 0, 0, 0, 0]",,,Capitol Hill,2117.0,"1640 11th Ave, Seattle, WA 98122-2419",4.3,120.0,$$,"['Korean', 'Tapas/Small Plates', 'Asian Fusion']","['6', '3', '9', '32', '70']",Capitol Hill
1760,2651.0,Laredo's Grill,Mexican restaurant,"Mexican restaurant, Tex-Mex restaurant",4.3,957.0,"Laredo's Grill, 555 Aloha St, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Aloha St,",265.0,265.0,4.5,119.0,"555 Aloha St, Seattle, WA 98109-3925","#175 of 2,182 Restaurants in Seattle","[62, 38, 13, 2, 0]",$$ - $$$,MexicanSouthwesternLatin,Queen Anne/South Lake Union,262.0,"555 Aloha St, Seattle, WA 98109-3925",3.7,498.0,$$,"['Tex-Mex', 'Bars']","['32', '54', '89', '169', '154']",Queen Anne/South Lake Union
1761,2652.0,Pane Pane Sandwiches,Sandwich shop,"Sandwich shop, Deli, Fast food restaurant, Takeout Restaurant",4.6,152.0,"Pane Pane Sandwiches, 304 Union St, Seattle, WA 98101",98101.0,Downtown,"Union St,",1291.0,1291.0,4.5,17.0,"304 Union St, Seattle, WA 98101-2206",#69 of 225 Coffee & Tea in Seattle,"[7, 7, 0, 0, 0]",$,DessertFast FoodDeli,Downtown,1265.0,"304 Union St, Seattle, WA 98101-2206",4.1,153.0,$,"['Sandwiches', 'Delis', 'Asian Fusion']","['7', '13', '18', '40', '75']",Downtown
1762,2654.0,Almanqal Mediterranean Grill,Mediterranean restaurant,"Mediterranean restaurant, Restaurant",4.5,488.0,"Almanqal Mediterranean Grill, 1712 N 45th St, Seattle, WA 98103",98103.0,Fremont/Wallingford,"N 45th St,",833.0,833.0,4.5,23.0,"1712 N 45th St, Seattle, WA 98103-6802","#521 of 2,182 Restaurants in Seattle","[17, 5, 1, 0, 0]",$$ - $$$,LebaneseMediterraneanMiddle Eastern,Fremont/Wallingford,813.0,"1712 N 45th St, Seattle, WA 98103-6802",4.5,174.0,,"['Mediterranean', 'Barbeque', 'Sandwiches']","['6', '9', '9', '19', '131']",Fremont/Wallingford
1763,2657.0,All Water Seafood & Oyster Bar,Mediterranean restaurant,"Mediterranean restaurant, Greek restaurant, Gyro restaurant, Hamburger restaurant, Pizza restaurant",4.8,365.0,"Gyro & More, 1205 Dexter Ave N, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Dexter Ave N,",,,,,,,,,,,,,,,,,,
1764,2658.0,Pomodoro Ristorante Italiano,Italian restaurant,Italian restaurant,4.7,461.0,"Pomodoro Ristorante Italiano, 2366 Eastlake Ave E, Seattle, WA 98102",98102.0,Capitol Hill,"Eastlake Ave E,",,,,,,,,,,,,,,,,,,
1765,2659.0,Wild Mountain Cafe,Cafe,"Cafe, Breakfast restaurant",4.6,601.0,"Wild Mountain Cafe, 1408 NW 85th St, Seattle, WA 98117",98117.0,Other,"NW 85th St,",620.0,620.0,4.5,42.0,"1408 NW 85th St, Seattle, WA 98117-4236","#393 of 2,182 Restaurants in Seattle","[21, 15, 4, 0, 0]",$$ - $$$,AmericanCafeInternational,Other,608.0,"1408 NW 85th St, Seattle, WA 98117-4236",4.1,531.0,$$,"['American', 'Breakfast & Brunch']","['26', '27', '60', '190', '228']",Other
1766,2662.0,Tavolata Capitol Hill,Italian restaurant,"Italian restaurant, Restaurant",4.4,625.0,"Tavolata Capitol Hill, 501 E Pike St, Seattle, WA 98122",98122.0,Capitol Hill,"E Pike St,",957.0,957.0,4.0,43.0,"501 E Pike St, Seattle, WA 98122-3571","#595 of 2,182 Restaurants in Seattle","[20, 7, 9, 3, 2]",$$ - $$$,ItalianVegetarian Friendly,Capitol Hill,936.0,"501 E Pike St, Seattle, WA 98122-3571",4.0,462.0,$$,['Italian'],"['33', '27', '57', '117', '228']",Capitol Hill
1767,2663.0,Teasome,Restaurant,Restaurant,4.6,39.0,"Teasome, 6412 Phinney Ave N, Seattle, WA 98103",98103.0,Fremont/Wallingford,"Phinney Ave N,",2986.0,2987.0,4.0,2.0,"6412 Phinney Ave N, Seattle, WA 98103-5518","#1,826 of 2,182 Restaurants in Seattle","[1, 0, 1, 0, 0]",$,Chinese,Fremont/Wallingford,2890.0,"6412 Phinney Ave N, Seattle, WA 98103-5518",4.1,221.0,$$,"['Asian Fusion', 'Bubble Tea', 'Korean']","['15', '13', '26', '39', '128']",Fremont/Wallingford
1768,2664.0,Migoto,Restaurant,"Restaurant, Sushi restaurant",4.6,281.0,"Migoto, 514 12th Ave, Seattle, WA 98122",98122.0,Capitol Hill,"12th Ave,",1450.0,1450.0,5.0,5.0,"514 12th Ave, Seattle, WA 98122-5509","#899 of 2,182 Restaurants in Seattle","[5, 0, 0, 0, 0]",$$ - $$$,JapaneseSushi,Capitol Hill,1412.0,"514 12th Ave, Seattle, WA 98122-5509",4.4,170.0,Unclaimed,"['Sushi Bars', 'Japanese', 'Seafood']","['7', '9', '12', '27', '115']",Capitol Hill
1769,2665.0,Momiji,Sushi restaurant,Sushi restaurant,4.4,499.0,"Momiji South Lake Union, 731 Bell St, Seattle, WA 98121",98121.0,Belltown,"Bell St,",,,,,,,,,,,,,,,,,,
1770,2669.0,Chile Pepper Restaurant,Mexican restaurant,"Mexican restaurant, Latin American restaurant",4.7,275.0,"Chile Pepper, 1427 N 45th St, Seattle, WA 98103",98103.0,Fremont/Wallingford,"N 45th St,",2393.0,2393.0,4.0,17.0,"1427 N 45th St, Seattle, WA 98103-6706","#1,450 of 2,182 Restaurants in Seattle","[6, 5, 2, 0, 3]",$$ - $$$,Mexican,Fremont/Wallingford,2323.0,"1427 N 45th St, Seattle, WA 98103-6706",3.6,204.0,Unclaimed,['Mexican'],"['29', '25', '17', '57', '76']",Fremont/Wallingford
1771,2671.0,Gracia,Mexican restaurant,Mexican restaurant,4.5,765.0,"Gracia, 5313 Ballard Ave NW, Seattle, WA 98107",98107.0,Ballard,"Ballard Ave NW,",568.0,568.0,4.0,53.0,"5313 Ballard Ave NW, Seattle, WA 98107","#354 of 2,182 Restaurants in Seattle","[26, 15, 8, 2, 1]",$$ - $$$,MexicanLatinVegetarian Friendly,Ballard,558.0,"5313 Ballard Ave NW, Seattle, WA 98107",4.0,385.0,$$,['Mexican'],"['25', '31', '56', '75', '198']",Ballard
1772,2675.0,Rookies Sports Bar And Grill,Bar,"Bar, Brunch restaurant, Sports bar",4.4,846.0,"Rookies Sports Bar and Grill, 3820 S Ferdinand St #102, Seattle, WA 98118",98118.0,Other,S Ferdinand St,,,,,,,,,,,,,,,,,,
1773,2676.0,Ping's Dumpling House,Dumpling restaurant,"Dumpling restaurant, Chinese noodle restaurant",3.9,428.0,"Ping's Dumpling House, 508 S King St, Seattle, WA 98104",98104.0,Chinatown,"S King St,",1397.0,1397.0,3.5,47.0,"508 S King St, Seattle, WA 98104-2834","#864 of 2,182 Restaurants in Seattle","[18, 9, 7, 4, 6]",$,ChineseAsian,Chinatown,1367.0,"508 S King St, Seattle, WA 98104-2834",3.3,561.0,$$,"['Dim Sum', 'Noodles']","['109', '76', '74', '118', '184']",Chinatown
1774,2679.0,Wild Fish Poke,Poke bar,Poke bar,4.8,108.0,"Wild Fish Poke, 94 Pike St, Seattle, WA 98101",98101.0,Downtown,"Pike St,",1442.0,1442.0,5.0,5.0,"94 Pike St, Seattle, WA 98101-2066","#893 of 2,182 Restaurants in Seattle","[5, 0, 0, 0, 0]",$$ - $$$,JapaneseSeafoodSushi,Downtown,1409.0,"94 Pike St, Seattle, WA 98101-2066",4.4,92.0,$$,"['Seafood', 'Poke']","['5', '2', '6', '18', '61']",Downtown
1775,2681.0,Starbucks,Coffee shop,"Coffee shop, Breakfast restaurant, Cafe, Coffee store, Espresso bar, Internet cafe",4.4,204.0,"Starbucks, 4101 SW Admiral Way, Seattle, WA 98116",98116.0,Other,"SW Admiral Way,",2119.0,2119.0,4.0,15.0,"4101 SW Admiral Way, Seattle, WA 98116-2517",#143 of 225 Coffee & Tea in Seattle,"[4, 4, 5, 0, 0]",$,Quick BitesCafe,Other,2056.0,"4101 SW Admiral Way, Seattle, WA 98116-2517",3.3,20.0,$$,['Coffee & Tea'],"['5', '2', '2', '5', '6']",Other
1776,2682.0,Saba Ethiopian Restaurant,Ethiopian restaurant,"Ethiopian restaurant, African restaurant, East African restaurant, Restaurant",4.5,836.0,"Enat Ethiopian Restaurant, 11546-11552, 11546 15th Ave NE, Seattle, WA 98125",98125.0,Northgate,"15th Ave NE,",,,,,,,,,,,,,,,,,,
1777,2683.0,Slim's Last Chance,Southern restaurant (US),"Southern restaurant (US), American restaurant, Bar, Bar & grill, Live music venue, Restaurant",4.6,1040.0,"Slim's Last Chance, 5606 1st Ave S, Seattle, WA 98108",98108.0,Other,"1st Ave S,",1057.0,1057.0,4.0,43.0,"5606 1st Ave S, Seattle, WA 98108-2403","#664 of 2,182 Restaurants in Seattle","[16, 19, 4, 2, 2]",$$ - $$$,AmericanBar,Other,1034.0,"5606 1st Ave S, Seattle, WA 98108-2403",4.0,352.0,$$,"['Bars', 'American']","['11', '29', '44', '141', '127']",Other
1778,2685.0,Elysian Fields,Sports bar,"Sports bar, Bar, Brewery, Brewpub, Pub, Restaurant",3.8,507.0,"Elysian Fields, 542 1st Ave S, Seattle, WA 98104",98104.0,Chinatown,"1st Ave S,",,,,,,,,,,,,,,,,,,
1779,2686.0,Paju,Korean restaurant,Korean restaurant,4.6,386.0,"Paju, 11 Mercer St, Seattle, WA 98109",98109.0,Queen Anne/South Lake Union,"Mercer St,",777.0,777.0,5.0,14.0,"11 Mercer St, Seattle, WA 98109-4007","#487 of 2,182 Restaurants in Seattle","[13, 0, 0, 0, 0]",$$ - $$$,AsianKorean,Queen Anne/South Lake Union,760.0,"11 Mercer St, Seattle, WA 98109-4007",4.5,301.0,$$,['Korean'],"['9', '7', '20', '57', '208']",Queen Anne/South Lake Union
1780,2688.0,Haymaker,Restaurant,Restaurant,4.4,197.0,"Haymaker, 4706 California Ave SW, Seattle, WA 98116",98116.0,Other,"California Ave SW,",,,,,,,,,,,,,,,,,,
1781,2691.0,The Stop,Sandwich shop,"Sandwich shop, Bakery",4.6,97.0,"The Stop, 616 1st Ave, Seattle, WA 98104",98104.0,Chinatown,"1st Ave,",1844.0,1844.0,5.0,4.0,"616 1st Ave, Seattle, WA 98104-2258","#1,120 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",,,Chinatown,1788.0,"616 1st Ave, Seattle, WA 98104-2258",4.7,48.0,,"['Sandwiches', 'Salad', 'Cafes']","['1', '0', '3', '4', '40']",Chinatown
1782,2692.0,Tangerine Tree,Vietnamese restaurant,Vietnamese restaurant,4.3,154.0,"Tangerine Tree, 1430 Harvard Ave, Seattle, WA 98122",98122.0,Capitol Hill,"Harvard Ave,",2419.0,2419.0,4.0,7.0,"1430 Harvard Ave, Seattle, WA 98122-3813","#1,466 of 2,182 Restaurants in Seattle","[2, 4, 0, 0, 1]",,,Capitol Hill,2349.0,"1430 Harvard Ave, Seattle, WA 98122-3813",3.6,175.0,$$,['Vietnamese'],"['17', '22', '29', '50', '57']",Capitol Hill
1783,2693.0,Bad Albert's Tap & Grill,Bar & grill,"Bar & grill, Bar, Breakfast restaurant, Gastropub, Karaoke bar, Live music venue, Pub, Sports bar",4.3,438.0,"Bad Albert's Tap & Grill, 5100 Ballard Ave NW, Seattle, WA 98107",98107.0,Ballard,"Ballard Ave NW,",990.0,990.0,4.5,25.0,"5100 Ballard Ave NW, Seattle, WA 98107-4856","#615 of 2,182 Restaurants in Seattle","[13, 11, 1, 0, 0]",$,AmericanBarPub,Ballard,968.0,"5100 Ballard Ave NW, Seattle, WA 98107-4856",3.9,181.0,$$,"['Pubs', 'American', 'Sports Bars']","['20', '7', '15', '66', '73']",Ballard
1784,2696.0,Madison Kitchen,Cafe,"Cafe, Takeout Restaurant, Sandwich shop",4.5,185.0,"Madison Kitchen, 4122 E Madison St, Seattle, WA 98112",98112.0,Capitol Hill,"E Madison St,",1522.0,1522.0,4.5,14.0,"4122 E Madison St, Seattle, WA 98112-3231","#939 of 2,182 Restaurants in Seattle","[10, 1, 2, 0, 0]",$$ - $$$,CafeSoups,Capitol Hill,1482.0,"4122 E Madison St, Seattle, WA 98112-3231",3.9,149.0,$$,"['Sandwiches', 'Bakeries', 'Breakfast & Brunch']","['17', '11', '16', '30', '75']",Capitol Hill
1785,2698.0,L'Oursin,French restaurant,"French restaurant, Cocktail bar, Wine bar, Wine store",4.6,363.0,"L'Oursin, 1315 E Jefferson St, Seattle, WA 98122",98122.0,Capitol Hill,"E Jefferson St,",,,,,,,,,,,,,,,,,,
1786,2699.0,Eltana,Bagel shop,"Bagel shop, Breakfast restaurant, Cafe, Coffee shop, Mediterranean restaurant",4.2,758.0,"Eltana, 3920 Stone Way N, Seattle, WA 98103",98103.0,Fremont/Wallingford,"Stone Way N,",2595.0,2595.0,4.5,2.0,"3920 Stone Way N, Seattle, WA 98103-8048","#1,578 of 2,182 Restaurants in Seattle","[1, 1, 0, 0, 0]",,,Fremont/Wallingford,2516.0,"3920 Stone Way N, Seattle, WA 98103-8048",3.3,267.0,$,"['Coffee & Tea', 'Bagels', 'Sandwiches']","['30', '60', '39', '67', '71']",Fremont/Wallingford
1787,2701.0,New Leaf Bistro,Vietnamese restaurant,"Vietnamese restaurant, Pho restaurant, Restaurant",4.3,343.0,"New Leaf Bistro, 2342 California Ave SW, Seattle, WA 98116",98116.0,Other,"California Ave SW,",,,,,,,,,,,,,,,,,,
