,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
1507,1507,Robb's 125th Street Grill,4.0,27,"12255 Aurora Ave N, Seattle, WA 98133-8032","#931 of 2,182 Restaurants in Seattle","[9, 10, 6, 2, 0]",$$ - $$$,American,98133,Bitter Lake
1508,1508,Mawadda Cafe,4.5,14,"4433 S Graham St, Seattle, WA 98118-2777","#932 of 2,182 Restaurants in Seattle","[9, 4, 1, 0, 0]",$$ - $$$,MediterraneanMiddle EasternVegetarian Friendly,98118,Other
1509,1509,Kaladi Brothers Coffee,4.5,17,"517 E Pike St, Seattle, WA 98122-3617",#86 of 225 Coffee & Tea in Seattle,"[12, 1, 3, 0, 0]",,Quick BitesCafe,98122,Capitol Hill
1510,1510,Big Chickie,4.0,24,"5520 Rainier Ave S At the Corner of Rainer Ave. S and Findlay St, Seattle, WA 98118-2441",#236 of 302 Quick Bites in Seattle,"[10, 8, 2, 2, 2]",$,Quick BitesAmericanPeruvian,98118,Other
1511,1511,Dumplings of Fury,4.5,11,"4302 SW Oregon St, Seattle, WA 98116-4140","#933 of 2,182 Restaurants in Seattle","[6, 3, 1, 1, 0]",$$ - $$$,ChineseAsian,98116,Other
1512,1512,Kwanjai Thai Cuisine,4.0,40,"469 N 36th St, Seattle, WA 98103-8671","#934 of 2,182 Restaurants in Seattle","[15, 16, 3, 1, 2]",$$ - $$$,AsianThaiVegetarian Friendly,98103,Fremont/Wallingford
1513,1513,Joe’s Bar and Grill,4.5,12,"500 S King St, Seattle, WA 98104-2834","#935 of 2,182 Restaurants in Seattle","[6, 3, 0, 1, 0]",,AmericanBarPub,98104,Chinatown
1515,1515,Cafe Hagen,5.0,4,"1252 Thomas St, Seattle, WA 98109-5441",#87 of 225 Coffee & Tea in Seattle,"[3, 0, 0, 0, 0]",,CafeEuropeanDanish,98109,Queen Anne/South Lake Union
1516,1516,Dandylion,5.0,7,"532 Queen Anne Ave N, Seattle, WA 98109-4520","#936 of 2,182 Restaurants in Seattle","[7, 0, 0, 0, 0]",$,MediterraneanSpanish,98109,Queen Anne/South Lake Union
1517,1517,Sizzle&Crunch,4.0,14,"1313 North East 42nd Street, Seattle, WA 98105-6211",#237 of 302 Quick Bites in Seattle,"[6, 6, 1, 1, 0]",$,Quick BitesFast FoodAsian,98105,University District
1519,1519,joy palace,4.0,26,"6030 Martin Luther King Jr Way S, Seattle, WA 98118-3142","#937 of 2,182 Restaurants in Seattle","[7, 11, 7, 1, 0]",$$ - $$$,ChineseAsianCantonese,98118,Other
1520,1520,Eastern Cafe,4.5,11,"510 Maynard Ave S, Seattle, WA 98104-2919",#88 of 225 Coffee & Tea in Seattle,"[6, 5, 0, 0, 0]",$$ - $$$,Cafe,98104,Chinatown
1521,1521,Yummy Cafe,4.0,17,"4008 NE 55th St, Seattle, WA 98105-2231","#938 of 2,182 Restaurants in Seattle","[8, 5, 3, 0, 1]",$$ - $$$,ChineseAsianCantonese,98105,University District
1522,1522,Madison Kitchen,4.5,14,"4122 E Madison St, Seattle, WA 98112-3231","#939 of 2,182 Restaurants in Seattle","[10, 1, 2, 0, 0]",$$ - $$$,CafeSoups,98112,Capitol Hill
1523,1523,Fountain Wine Bar and Lounge,4.0,29,"1400 6th Avenue, Seattle, WA 98101","#940 of 2,182 Restaurants in Seattle","[9, 4, 7, 3, 1]",$$ - $$$,AmericanBarPub,98101,Downtown
1524,1524,New Saigon,3.5,59,"1529 6th Ave, Seattle, WA 98101-1705","#941 of 2,182 Restaurants in Seattle","[10, 22, 9, 3, 7]",$,AsianVietnameseSoups,98101,Downtown
1525,1525,Sam's Tavern,4.0,47,"1024 E Pike St, Seattle, WA 98122-3819","#942 of 2,182 Restaurants in Seattle","[13, 19, 4, 4, 4]",$$ - $$$,AmericanBarPub,98122,Capitol Hill
1526,1526,Silence Heart Nest,4.0,24,"3508 Fremont Pl N, Seattle, WA 98103-8623","#943 of 2,182 Restaurants in Seattle","[4, 11, 7, 0, 1]",$$ - $$$,AmericanCafeVegetarian Friendly,98103,Fremont/Wallingford
1527,1527,Machine House Brewery,4.0,16,"5840 Airport Way S, Seattle, WA 98108-2748","#944 of 2,182 Restaurants in Seattle","[5, 6, 5, 0, 0]",,,98108,Other
1528,1528,Johnny Rockets,3.5,109,"600 Pine St, Seattle, WA 98101-3700","#945 of 2,182 Restaurants in Seattle","[18, 27, 20, 8, 17]",$,American,98101,Downtown
1529,1529,Aladdin Falafel Corner,4.0,36,"4541 University Way NE, Seattle, WA 98105-4510","#946 of 2,182 Restaurants in Seattle","[11, 17, 6, 1, 1]",$,Fast FoodMiddle Eastern,98105,University District
1531,1531,Silver Tray,4.5,16,"2101 N 45th St, Seattle, WA 98103-6901","#947 of 2,182 Restaurants in Seattle","[9, 5, 0, 0, 1]",$$ - $$$,AsianThai,98103,Fremont/Wallingford
1532,1532,Bamboo Sushi,4.5,8,"2675 NE University Village St, Seattle, WA 98105-5025","#948 of 2,182 Restaurants in Seattle","[5, 1, 1, 1, 0]",$$$$,JapaneseSeafoodSushi,98105,University District
1533,1533,Pho An,4.0,27,"12526 Lake City Way NE, Seattle, WA 98125-4425","#949 of 2,182 Restaurants in Seattle","[15, 9, 0, 0, 3]",$,AsianVietnameseSoups,98125,Northgate
1534,1534,Naam Thai Cuisine,4.5,15,"1404 34th Ave, Seattle, WA 98122-3334","#950 of 2,182 Restaurants in Seattle","[8, 5, 2, 0, 0]",$$ - $$$,AsianThai,98122,Capitol Hill
1535,1535,Katsu Burger & Bar,4.0,13,"1410 12th Ave, Seattle, WA 98122-3906",#238 of 302 Quick Bites in Seattle,"[5, 6, 0, 0, 1]",$$ - $$$,Quick BitesJapaneseFast Food,98122,Capitol Hill
1536,1536,Fresh Flours,5.0,7,"9410 Delridge Way SW, Seattle, WA 98106-2733","#951 of 2,182 Restaurants in Seattle","[6, 1, 0, 0, 0]",,,98106,Other
1537,1537,JarrBar,4.0,16,"1432 Western Ave, Seattle, WA 98101-3271","#952 of 2,182 Restaurants in Seattle","[6, 7, 1, 1, 1]",$$ - $$$,Spanish,98101,Downtown
1538,1538,Jude's Old Town,4.5,17,"9252 57th Ave S, Seattle, WA 98118-6066","#953 of 2,182 Restaurants in Seattle","[10, 5, 0, 1, 1]",$$ - $$$,Cajun & CreoleBarVegetarian Friendly,98118,Other
1539,1539,Evergreens Salad,5.0,6,"504 5th Ave S Suite 107B, Seattle, WA 98104-3764","#954 of 2,182 Restaurants in Seattle","[6, 0, 0, 0, 0]",$$ - $$$,Healthy,98104,Chinatown
1540,1540,Tamari Bar,4.5,7,"500 E Pine St, Seattle, WA 98122-2320","#955 of 2,182 Restaurants in Seattle","[3, 3, 0, 0, 0]",$$ - $$$,Japanese,98122,Capitol Hill
1541,1541,Uncle Eddie's Public House,4.5,10,"8601 14th Ave S, Seattle, WA 98108-4806","#956 of 2,182 Restaurants in Seattle","[4, 5, 1, 0, 0]",$$ - $$$,AmericanBarPub,98108,Other
1542,1542,SUSU Dessert Bar,5.0,7,"665 S King St, Seattle, WA 98104","#957 of 2,182 Restaurants in Seattle","[7, 0, 0, 0, 0]",$,FrenchAsianSingaporean,98104,Chinatown
1543,1543,Restaurant Christine,5.0,4,"2227 N 56th St, Seattle, WA 98103-6203","#958 of 2,182 Restaurants in Seattle","[4, 0, 0, 0, 0]",$$ - $$$,ContemporaryFusionHealthy,98103,Fremont/Wallingford
1544,1544,Zylberschtein's Delicatessen And Bakery,4.5,7,"11752 15th Ave NE, Seattle, WA 98125-5026",#60 of 88 Bakeries in Seattle,"[5, 1, 0, 1, 0]",$$ - $$$,Bakeries,98125,Northgate
1545,1545,Thai Thai Kitchen,5.0,8,"9525 Aurora Ave N, Seattle, WA 98103-3218","#959 of 2,182 Restaurants in Seattle","[7, 0, 1, 0, 0]",,,98103,Fremont/Wallingford
1547,1547,Bagel Oasis,4.5,12,"2112 NE 65th St, Seattle, WA 98115-6936",#61 of 88 Bakeries in Seattle,"[7, 2, 2, 0, 0]",$,BakeriesCafe,98115,Other
1548,1548,Starbucks,4.5,18,"1301 2nd Ave Ste 200 Russell Investments Center, Seattle, WA 98101-3812",#89 of 225 Coffee & Tea in Seattle,"[10, 2, 1, 0, 1]",$,Quick BitesCafe,98101,Downtown
1549,1549,La Vaca Mexican Restaurant,4.0,14,"1429 1st Ave, Seattle, WA 98101-2017","#961 of 2,182 Restaurants in Seattle","[5, 5, 2, 0, 0]",$,Mexican,98101,Downtown
1550,1550,Korochka Tavern,5.0,8,"2317 N 45th St, Seattle, WA 98125-5402",#24 of 69 Bars & Pubs in Seattle,"[6, 2, 0, 0, 0]",$$ - $$$,BarPubRussian,98125,Northgate
1551,1551,Shortys Coney Island,3.5,47,"2222 2nd Ave, Seattle, WA 98121-2038",#25 of 69 Bars & Pubs in Seattle,"[16, 14, 11, 1, 5]",$,BarPub,98121,Belltown
1552,1552,Thai Heaven Restaurant,4.0,41,"352 Roy St, Seattle, WA 98109-4116","#963 of 2,182 Restaurants in Seattle","[14, 12, 8, 4, 2]",$$ - $$$,AsianThai,98109,Queen Anne/South Lake Union
1553,1553,Oasis Tea Zone,4.0,22,"519 6th Ave S, Seattle, WA 98104-2878",#90 of 225 Coffee & Tea in Seattle,"[7, 11, 0, 0, 2]",$,DessertAsian,98104,Chinatown
1554,1554,Mean Sandwich,4.0,17,"1510 NW Leary Way, Seattle, WA 98107-4739",#241 of 302 Quick Bites in Seattle,"[8, 3, 3, 3, 0]",$$ - $$$,Quick BitesAmericanFast Food,98107,Ballard
1555,1555,Mission Cantina,4.0,37,"2325 California Ave SW, Seattle, WA 98116","#964 of 2,182 Restaurants in Seattle","[10, 15, 7, 4, 1]",$$ - $$$,MexicanSouthwesternLatin,98116,Other
1558,1558,Pagliacci Pizza,4.5,9,"6224 Sand Point Way NE, Seattle, WA 98115-7913","#965 of 2,182 Restaurants in Seattle","[4, 5, 0, 0, 0]",,ItalianPizza,98115,Other
1559,1559,A Plus Kitchen,4.5,7,"419 6th Ave S, Seattle, WA 98104-2810","#966 of 2,182 Restaurants in Seattle","[3, 3, 0, 0, 0]",,Chinese,98104,Chinatown
1560,1560,Raney's Bar & Grill,4.5,9,"3923 Airport Way S, Seattle, WA 98108-5237","#967 of 2,182 Restaurants in Seattle","[7, 1, 1, 0, 0]",$$ - $$$,Brew PubBarBarbecue,98108,Other
1561,1561,Palmi Korean BBQ,4.0,12,"4538 University Way NE, Seattle, WA 98105-4511","#968 of 2,182 Restaurants in Seattle","[2, 9, 1, 0, 0]",$$ - $$$,BarbecueAsianKorean,98105,University District
1563,1563,Than Brothers Restaurant,4.0,70,"516 Broadway E, Seattle, WA 98102-5024","#969 of 2,182 Restaurants in Seattle","[19, 26, 17, 2, 5]",$,AsianVietnameseSoups,98102,Capitol Hill
1564,1564,Nana's Green Tea,4.5,9,"1007 Stewart St Ste 103, Seattle, WA 98101-1547","#970 of 2,182 Restaurants in Seattle","[4, 2, 0, 1, 0]",,Japanese,98101,Downtown
1566,1566,Sopranos Antico,4.5,9,"2348 California Ave SW, Seattle, WA 98116-2403","#971 of 2,182 Restaurants in Seattle","[4, 5, 0, 0, 0]",$$ - $$$,ItalianPizza,98116,Other
1569,1569,Nine Pies Pizzeria,5.0,6,"3861 1st Ave S Ste C, Seattle, WA 98134-2203","#972 of 2,182 Restaurants in Seattle","[5, 1, 0, 0, 0]",,,98134,Other
1570,1570,Vif wine|coffee,4.0,19,"4401 Fremont Ave N, Seattle, WA 98103-7225",#91 of 225 Coffee & Tea in Seattle,"[8, 7, 3, 1, 0]",$$ - $$$,Cafe,98103,Fremont/Wallingford
1571,1571,Billy Baroo's at Foster Golf Links,4.0,28,"13500 Interurban Ave S Tukwila, WA 98168, Seattle, WA 98168-3332","#973 of 2,182 Restaurants in Seattle","[12, 6, 5, 2, 3]",$$ - $$$,AmericanBarBarbecue,98168,Other
1572,1572,El Fogon,4.5,15,"NE Corner of E.Pine St. and Belmont St, Seattle, WA","#974 of 2,182 Restaurants in Seattle","[6, 6, 1, 0, 0]",$$ - $$$,MexicanLatinSpanish,,Other
1573,1573,Revolver Bar,5.0,8,"1514 East Olive Way, Seattle, WA 98122","#975 of 2,182 Restaurants in Seattle","[6, 2, 0, 0, 0]",$$ - $$$,Cajun & Creole,98122,Capitol Hill
1577,1577,New Leaf Bistro,4.0,23,"2342 California Ave SW West Seattle, Seattle, WA 98116-2403","#976 of 2,182 Restaurants in Seattle","[11, 8, 2, 0, 2]",$,AsianVietnameseVegetarian Friendly,98116,Other
1578,1578,Seattle Pops,4.5,9,"1401 N 45th St, Seattle, WA 98103-6706","#977 of 2,182 Restaurants in Seattle","[5, 3, 1, 0, 0]",,,98103,Fremont/Wallingford
1579,1579,Uncle Lee's,4.0,15,"5408 Sand Point Way NE, Seattle, WA 98105-2941","#978 of 2,182 Restaurants in Seattle","[6, 5, 1, 1, 1]",,ChineseAsian,98105,University District
1580,1580,Ballard Mandarin Chinese Restaurant,4.0,17,"5500 8th Ave NW, Seattle, WA 98107-2801","#979 of 2,182 Restaurants in Seattle","[8, 5, 2, 2, 0]",$$ - $$$,ChineseAsian,98107,Ballard
1581,1581,Fran's Chocolates,4.5,10,"2626 NE University Village St, Seattle, WA 98105-5023","#980 of 2,182 Restaurants in Seattle","[7, 1, 1, 0, 0]",$$ - $$$,FrenchAmericanCafe,98105,University District
1582,1582,Lottie's Lounge,4.0,25,"4900 Rainier Ave S, Seattle, WA 98118-1744","#981 of 2,182 Restaurants in Seattle","[7, 14, 3, 0, 1]",$$ - $$$,AmericanBarPub,98118,Other
1584,1584,Arosa Cafe,4.5,9,"3121 E Madison St 101, Seattle, WA 98112-4262",#92 of 225 Coffee & Tea in Seattle,"[5, 0, 1, 1, 0]",$,American,98112,Capitol Hill
1585,1585,Ravenna Varsity Restaurant - NE 65th,4.0,17,"2300 NE 65th St, Seattle, WA 98115-7085","#982 of 2,182 Restaurants in Seattle","[8, 6, 1, 2, 0]",$$ - $$$,Cafe,98115,Other
1587,1587,Numero Uno Pizza,5.0,4,"103 1st Ave S, Seattle, WA 98104","#983 of 2,182 Restaurants in Seattle","[2, 1, 0, 0, 0]",,,98104,Chinatown
1588,1588,Sam's Sushi,4.0,25,"5506 22nd Ave NW, Seattle, WA 98107-3116","#984 of 2,182 Restaurants in Seattle","[9, 12, 1, 3, 0]",$$ - $$$,JapaneseSushiAsian,98107,Ballard
1589,1589,Harry's Fine Foods,4.5,9,"601 Bellevue Ave E, Seattle, WA 98102-4719","#985 of 2,182 Restaurants in Seattle","[5, 3, 1, 0, 0]",$$ - $$$,American,98102,Capitol Hill
1591,1591,Surrell,4.5,5,"2319 E Madison St, Seattle, WA 98112-5416","#986 of 2,182 Restaurants in Seattle","[4, 0, 1, 0, 0]",,,98112,Capitol Hill
1592,1592,Mr Lu's Seafood & Burgers,4.5,9,"4752 University Way NE, Seattle, WA 98105-4413","#987 of 2,182 Restaurants in Seattle","[6, 2, 0, 0, 0]",,,98105,University District
1593,1593,Yasuko's Teriyaki,4.5,11,"3200 15th Ave W, Seattle, WA 98119-1705","#988 of 2,182 Restaurants in Seattle","[6, 2, 3, 0, 0]",$,JapaneseAsian,98119,Other
1596,1596,Cinnaholic,4.5,10,"816 E Pike St, Seattle, WA 98122",#62 of 88 Bakeries in Seattle,"[4, 5, 1, 0, 0]",$$ - $$$,BakeriesVegetarian FriendlyVegan Options,98122,Capitol Hill
1598,1598,Stone Way Cafe,4.5,7,"3510 Stone Way N, Seattle, WA 98103-8924","#989 of 2,182 Restaurants in Seattle","[4, 2, 0, 0, 0]",$$ - $$$,Cafe,98103,Fremont/Wallingford
1602,1602,Kate's Pub,5.0,12,"NE 45th St, Seattle, WA 98105","#990 of 2,182 Restaurants in Seattle","[10, 1, 1, 0, 0]",$,BarPub,98105,University District
1603,1603,The Masonry,4.0,12,"730 N 34th St, Seattle, WA 98103-8801","#991 of 2,182 Restaurants in Seattle","[7, 1, 2, 2, 0]",,Pizza,98103,Fremont/Wallingford
1604,1604,Nutty Squirrel Gelato,4.5,8,"2425 33rd Ave W, Seattle, WA 98199-3255","#992 of 2,182 Restaurants in Seattle","[5, 2, 1, 0, 0]",$,ItalianAmerican,98199,Other
1605,1605,Portalis Wine Shop,4.5,18,"6754 15th Ave NW, Seattle, WA 98117-5507","#993 of 2,182 Restaurants in Seattle","[10, 6, 0, 1, 0]",,,98117,Other
1606,1606,IHOP,3.5,27,"10002 Aurora Ave N, Seattle, WA 98133-9347","#994 of 2,182 Restaurants in Seattle","[2, 11, 5, 3, 1]",$$ - $$$,AmericanVegetarian Friendly,98133,Bitter Lake
1607,1607,Korean Tofu House,4.0,19,"4142 Brooklyn Ave NE, Seattle, WA 98105-6256","#995 of 2,182 Restaurants in Seattle","[5, 9, 2, 0, 1]",$,AsianKorean,98105,University District
1608,1608,Flying Bicycle Cooperative Brewery,4.5,11,"8570 Greenwood Ave N, Seattle, WA 98103-3614",#26 of 69 Bars & Pubs in Seattle,"[6, 5, 0, 0, 0]",,Brew PubPub,98103,Fremont/Wallingford
1610,1610,Olmstead Restaurant,5.0,5,"314 Broadway E, Seattle, WA 98102-5415","#997 of 2,182 Restaurants in Seattle","[4, 1, 0, 0, 0]",,American,98102,Capitol Hill
1612,1612,Via Tribunali,4.0,29,"317 W Galer St, Seattle, WA 98119-3333","#998 of 2,182 Restaurants in Seattle","[15, 7, 2, 1, 2]",$$ - $$$,ItalianPizzaVegetarian Friendly,98119,Other
1613,1613,INtermezzo,4.5,9,"409 1st Ave S, Seattle, WA 98104-2801","#999 of 2,182 Restaurants in Seattle","[6, 3, 0, 0, 0]",,Italian,98104,Chinatown
1614,1614,Seattle Biscuit Company,5.0,6,"4001 Leary Way NW, Seattle, WA 98107-5045","#1,000 of 2,182 Restaurants in Seattle","[5, 1, 0, 0, 0]",,,98107,Ballard
1615,1615,Populuxe Brewing,4.0,14,"826B NW 49th St, Seattle, WA 98107-3614",#27 of 69 Bars & Pubs in Seattle,"[5, 7, 2, 0, 0]",$,Quick BitesBrew PubPub,98107,Ballard
1616,1616,Little Duck,4.5,6,"4100 Roosevelt Way NE, Seattle, WA 98105-6436","#1,002 of 2,182 Restaurants in Seattle","[3, 2, 1, 0, 0]",,,98105,University District
1619,1619,Gyro Stop Pita,3.5,19,"1431 3rd Ave, Seattle, WA 98101-2105",#243 of 302 Quick Bites in Seattle,"[1, 10, 5, 1, 0]",$,Quick BitesFast FoodMediterranean,98101,Downtown
1620,1620,Rider,4.0,9,"619 Pine Street, Seattle, WA 98101","#1,003 of 2,182 Restaurants in Seattle","[5, 1, 2, 0, 1]",$$ - $$$,BarSeafoodPub,98101,Downtown
1623,1623,Patagōn,3.5,40,"1610 2nd Avenue, Seattle, WA 98101","#1,004 of 2,182 Restaurants in Seattle","[10, 14, 8, 4, 3]",$$ - $$$,Wine BarArgentinean,98101,Downtown
1625,1625,Burbs Burgers,4.0,6,"121 S King St, Seattle, WA 98104-3115","#1,005 of 2,182 Restaurants in Seattle","[3, 1, 2, 0, 0]",,American,98104,Chinatown
1626,1626,Regent Bakery and Cafe,4.0,17,"1404 E Pine St, Seattle, WA 98122-4032",#63 of 88 Bakeries in Seattle,"[8, 5, 1, 1, 1]",$$ - $$$,BakeriesChineseAsian,98122,Capitol Hill
1628,1628,Villa Escondida Family Mexican Restaurant,4.5,14,"219 Broadway E Suite 14, Seattle, WA 98102-5733","#1,006 of 2,182 Restaurants in Seattle","[8, 4, 1, 1, 0]",$$ - $$$,MexicanLatinSpanish,98102,Capitol Hill
1630,1630,Starbucks,4.5,9,"1305 1st Ave, Seattle, WA 98101-2002",#93 of 225 Coffee & Tea in Seattle,"[4, 5, 0, 0, 0]",,Cafe,98101,Downtown
1633,1633,The Atlantic Crossing,4.5,11,"6508 Roosevelt Way NE, Seattle, WA 98115-6627","#1,007 of 2,182 Restaurants in Seattle","[8, 2, 0, 0, 0]",$,Bar,98115,Other
1634,1634,Scooter's Burgers,4.0,20,"5802 24th Ave NW, Seattle, WA 98107-3204",#244 of 302 Quick Bites in Seattle,"[8, 7, 4, 1, 0]",$,Quick BitesFast Food,98107,Ballard
1635,1635,Greenlake Chocolati Cafe,4.0,23,"7810 E Green Lake Dr N, Seattle, WA 98103-4983",#86 of 112 Desserts in Seattle,"[13, 5, 1, 0, 2]",$$ - $$$,Dessert,98103,Fremont/Wallingford
1637,1637,Zeeks Pizza,4.0,24,"6459 California Avenue SW, Seattle, WA 98136","#1,008 of 2,182 Restaurants in Seattle","[6, 13, 4, 0, 1]",$$ - $$$,PizzaVegetarian Friendly,98136,Other
1638,1638,U:DON Fresh Japanese Noodle Station,3.5,21,"1640 12th Ave Capitol Hill, Seattle, WA 98122-2567","#1,009 of 2,182 Restaurants in Seattle","[5, 4, 7, 1, 0]",$,JapaneseAsianSoups,98122,Capitol Hill
1639,1639,Steepologie Teas,4.5,11,"1905 4th Ave (Intersects with Stewart Street), Seattle, WA 98101-1106","#1,010 of 2,182 Restaurants in Seattle","[10, 0, 0, 0, 1]",$$ - $$$,Cafe,98101,Downtown
1640,1640,Young's Restaurant,5.0,8,"9413 16th Ave SW, Seattle, WA 98106-2825","#1,011 of 2,182 Restaurants in Seattle","[6, 2, 0, 0, 0]",,Chinese,98106,Other
1644,1644,Starbucks,4.0,17,"516 1st Ave W, Seattle, WA 98119-3926",#94 of 225 Coffee & Tea in Seattle,"[6, 4, 1, 0, 0]",$,Quick BitesCafe,98119,Other
1646,1646,Crawfish King,3.5,29,"725 S Lane St, Seattle, WA 98104-3022","#1,012 of 2,182 Restaurants in Seattle","[11, 7, 3, 3, 4]",$$ - $$$,AmericanCajun & CreoleSeafood,98104,Chinatown
1648,1648,Top Pot Doughnuts,4.0,22,"1416 NW 46th St, Seattle, WA 98107-4622",#64 of 88 Bakeries in Seattle,"[6, 12, 3, 1, 0]",$,Bakeries,98107,Ballard
1650,1650,The Boar's Nest,4.0,18,"2008 NW 56th St, Seattle, WA 98107-3127","#1,013 of 2,182 Restaurants in Seattle","[6, 8, 0, 1, 1]",$$ - $$$,Barbecue,98107,Ballard
1651,1651,By's,4.5,10,"2901 4th Avenue S, Seattle, WA 98134-1914","#1,014 of 2,182 Restaurants in Seattle","[5, 5, 0, 0, 0]",,,98134,Other
1652,1652,Lucky Louie Fish Shack,3.5,62,"17801 International Blvd, Seattle, WA 98158-1202",#246 of 302 Quick Bites in Seattle,"[22, 12, 6, 9, 12]",$$ - $$$,Quick BitesAmericanSeafood,98158,Other
1653,1653,Monorail Espresso,5.0,5,"2120 Westlake Ave, Seattle, WA 98121-2717",#95 of 225 Coffee & Tea in Seattle,"[5, 0, 0, 0, 0]",,AmericanCafe,98121,Belltown
1654,1654,Aloha Plates,4.5,9,"511 S Weller St, Seattle, WA 98104-3899","#1,015 of 2,182 Restaurants in Seattle","[5, 3, 1, 0, 0]",,,98104,Chinatown
1655,1655,Fremont Bowl,4.5,16,"4258 Fremont Ave N Suite 4262, Seattle, WA 98103-7279","#1,016 of 2,182 Restaurants in Seattle","[11, 1, 0, 1, 2]",$$ - $$$,JapaneseSeafoodAsian,98103,Fremont/Wallingford
1656,1656,Bad Jimmy's Brewing Co,4.5,12,"4358B Leary Way NW, Seattle, WA 98107-4554",#28 of 69 Bars & Pubs in Seattle,"[8, 2, 1, 1, 0]",$$ - $$$,Brew PubPub,98107,Ballard
1657,1657,Metropolitan Deli & Cafe - Dexter Avenue,4.5,9,"903 Dexter Ave N, Seattle, WA 98109-3515","#1,018 of 2,182 Restaurants in Seattle","[3, 5, 0, 0, 0]",$,Cafe,98109,Queen Anne/South Lake Union
1659,1659,Umai Sushi & Teriyaki,4.5,11,"91 Pike St, Seattle, WA 98101-2024","#1,019 of 2,182 Restaurants in Seattle","[7, 2, 2, 0, 0]",$$ - $$$,SushiAsian,98101,Downtown
1662,1662,Castello Pizza and Pasta,4.5,6,"3756 Rainier Ave S Ste B, Seattle, WA 98144-6989","#1,020 of 2,182 Restaurants in Seattle","[3, 2, 1, 0, 0]",,Pizza,98144,Other
1663,1663,Pegasus Coffee Bar,4.5,10,"711 3rd Ave, Seattle, WA 98104-1704",#96 of 225 Coffee & Tea in Seattle,"[4, 5, 1, 0, 0]",,,98104,Chinatown
1664,1664,Sweet Alchemy,4.5,9,"4301 University Way NE, Seattle, WA 98105-5808",#87 of 112 Desserts in Seattle,"[7, 0, 0, 0, 1]",,DessertCafe,98105,University District
1665,1665,Cairde Public House Bar & Restaurant,4.0,12,"701 5th Ave N #100, Seattle, WA 98109-5100","#1,021 of 2,182 Restaurants in Seattle","[4, 4, 2, 1, 1]",$$ - $$$,AmericanIrishBar,98109,Queen Anne/South Lake Union
1667,1667,Noi Thai Cuisine - Green Lake,5.0,4,"7900 E Green Lake Dr N, Seattle, WA 98103-4800","#1,022 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",$$ - $$$,AsianThai,98103,Fremont/Wallingford
1668,1668,Krua Thai Family Kitchen,4.0,19,"2515 NE 55th St, Seattle, WA 98105-5524","#1,023 of 2,182 Restaurants in Seattle","[8, 9, 1, 0, 1]",$$ - $$$,AsianThaiVegetarian Friendly,98105,University District
1669,1669,Rupee Bar,4.5,5,"6307 24th Ave NW, Seattle, WA 98107-2423","#1,024 of 2,182 Restaurants in Seattle","[4, 0, 1, 0, 0]",,,98107,Ballard
1672,1672,Pizza and Pasta Bar,3.5,34,"1530 Post Aly Ste 7, Seattle, WA 98101-1566","#1,025 of 2,182 Restaurants in Seattle","[17, 4, 3, 1, 8]",$$ - $$$,ItalianPizza,98101,Downtown
1674,1674,Patty's Eggnest,4.0,23,"9749 Holman Rd NW, Seattle, WA 98117-2042","#1,026 of 2,182 Restaurants in Seattle","[9, 6, 4, 3, 1]",$$ - $$$,American,98117,Other
1676,1676,Capitol Coffee Works,4.5,9,"907 E Pike St, Seattle, WA 98122-3816",#97 of 225 Coffee & Tea in Seattle,"[4, 1, 2, 0, 0]",$$ - $$$,Cafe,98122,Capitol Hill
1678,1678,Blue Water Taco Grill,4.0,22,"600 University St, Seattle, WA 98101-1176",#247 of 302 Quick Bites in Seattle,"[4, 12, 4, 0, 0]",$,Quick BitesMexicanFast Food,98101,Downtown
1679,1679,Wabi Sabi Sushi Bar & Restaurant Columbia City,4.5,10,"4909 Rainier Ave S, Seattle, WA 98118-1743","#1,027 of 2,182 Restaurants in Seattle","[6, 4, 0, 0, 0]",$$ - $$$,SeafoodSushi,98118,Other
1680,1680,Americano Burgers,5.0,4,"2818 Thorndyke Ave W, Seattle, WA 98199-2934","#1,028 of 2,182 Restaurants in Seattle","[3, 0, 0, 0, 0]",,,98199,Other
1684,1684,Biang Biang Noodles,5.0,4,"601 E Pike St Unit 100, Seattle, WA 98122-5466","#1,029 of 2,182 Restaurants in Seattle","[3, 1, 0, 0, 0]",,Asian,98122,Capitol Hill
1685,1685,Feed Co. Burgers,4.0,14,"1190 24th Ave, Seattle, WA 98122-4858","#1,030 of 2,182 Restaurants in Seattle","[3, 7, 1, 2, 0]",$,AmericanBarFast Food,98122,Capitol Hill
1686,1686,Kokkaku,5.0,9,"2208 N 45th St, Seattle, WA 98103-6904","#1,031 of 2,182 Restaurants in Seattle","[7, 2, 0, 0, 0]",$$ - $$$,Japanese,98103,Fremont/Wallingford
1687,1687,Lan Hue Vietnamese Sandwich & Bakery,5.0,6,"900 S Jackson St Ste 211 International District - Pacific Rim Center, Seattle, WA 98104-3058","#1,032 of 2,182 Restaurants in Seattle","[6, 0, 0, 0, 0]",,,98104,Chinatown
1688,1688,Cafe Hitchcock,4.0,11,"818 1st Ave, Seattle, WA 98104-1405","#1,033 of 2,182 Restaurants in Seattle","[5, 3, 1, 0, 0]",$$ - $$$,AmericanCafeHealthy,98104,Chinatown
